name,slug,draft_year,draft_pick,season,team_id,lg_id,pos
Jim McIlvaine,mcilvji01,1994,32,1994-95,WSB,NBA,C
Derrick Alston,alstode01,1994,33,1994-95,PHI,NBA,C
Gaylon Nickerson,nickega01,1994,34,1996-97,TOT,NBA,SG
Michael Smith,smithmi02,1994,35,1994-95,SAC,NBA,PF
Dontonio Wingfield,wingfdo01,1994,37,1994-95,SEA,NBA,SF
Darrin Hancock,hancoda01,1994,38,1994-95,CHH,NBA,SF
Anthony Miller,millean01,1994,39,1994-95,LAL,NBA,PF
Jeff Webster,webstje01,1994,40,1995-96,WSB,NBA,SF
Shawnelle Scott,scottsh01,1994,43,1996-97,CLE,NBA,C
Dwayne Morton,mortodw01,1994,45,1994-95,GSW,NBA,PG
Voshon Lenard,lenarvo01,1994,46,1995-96,MIA,NBA,SG
Jamie Watson,watsoja01,1994,47,1994-95,UTA,NBA,SF
Charles Claxton,claxtch01,1994,50,1995-96,BOS,NBA,C
Lawrence Funderburke,fundela01,1994,51,1997-98,SAC,NBA,PF
Anthony Goldwire,goldwan01,1994,52,1995-96,CHH,NBA,PG
Željko Rebrača,rebraze01,1994,54,2001-02,DET,NBA,C
Joe Smith,smithjo02,1995,1,1995-96,GSW,NBA,PF
Antonio McDyess,mcdyean01,1995,2,1995-96,DEN,NBA,PF
Jerry Stackhouse,stackje01,1995,3,1995-96,PHI,NBA,SG
Rasheed Wallace,wallara01,1995,4,1995-96,WSB,NBA,PF
Kevin Garnett,garneke01,1995,5,1995-96,MIN,NBA,SF
Bryant Reeves,reevebr01,1995,6,1995-96,VAN,NBA,C
Damon Stoudamire,stoudda01,1995,7,1995-96,TOR,NBA,PG
Shawn Respert,respesh01,1995,8,1995-96,MIL,NBA,SG
Ed O'Bannon,obanned01,1995,9,1995-96,NJN,NBA,SG
Kurt Thomas,thomaku01,1995,10,1995-96,MIA,NBA,PF
Gary Trent,trentga01,1995,11,1995-96,POR,NBA,PF
Cherokee Parks,parksch02,1995,12,1995-96,DAL,NBA,C
Corliss Williamson,willico02,1995,13,1995-96,SAC,NBA,SF
Eric Williams,willier01,1995,14,1995-96,BOS,NBA,SF
Brent Barry,barrybr01,1995,15,1995-96,LAC,NBA,SG
Alan Henderson,hendeal01,1995,16,1995-96,ATL,NBA,PF
Bob Sura,surabo01,1995,17,1995-96,CLE,NBA,SG
Theo Ratliff,ratlith01,1995,18,1995-96,DET,NBA,C
Randolph Childress,childra01,1995,19,1995-96,POR,NBA,PG
Jason Caffey,caffeja01,1995,20,1995-96,CHI,NBA,PF
Michael Finley,finlemi01,1995,21,1995-96,PHO,NBA,SF
George Zídek,zidekge01,1995,22,1995-96,CHH,NBA,C
Travis Best,besttr01,1995,23,1995-96,IND,NBA,PG
Loren Meyer,meyerlo01,1995,24,1995-96,DAL,NBA,C
David Vaughn,vaughda02,1995,25,1995-96,ORL,NBA,PF
Sherell Ford,fordsh01,1995,26,1995-96,SEA,NBA,SF
Mario Bennett,bennema01,1995,27,1995-96,PHO,NBA,SF
Greg Ostertag,ostergr01,1995,28,1995-96,UTA,NBA,C
Cory Alexander,alexaco01,1995,29,1995-96,SAS,NBA,PG
Lou Roe,roelo01,1995,30,1995-96,DET,NBA,SF
Dragan Tarlać,tarladr01,1995,31,2000-01,CHI,NBA,C
Terrence Rencher,renchte01,1995,32,1995-96,TOT,NBA,PG
Junior Burrough,burroju01,1995,33,1995-96,BOS,NBA,PF
Andrew DeClercq,declean01,1995,34,1995-96,GSW,NBA,C
Jimmy King,kingji02,1995,35,1995-96,TOR,NBA,SG
Lawrence Moten,motenla01,1995,36,1995-96,VAN,NBA,SG
Frankie King,kingfr01,1995,37,1995-96,LAL,NBA,PG
Donny Marshall,marshdo02,1995,39,1995-96,CLE,NBA,SF
Dwayne Whitfield,whitfdw01,1995,40,1995-96,TOR,NBA,PF
Donnie Boyce,boycedo01,1995,42,1995-96,ATL,NBA,SG
Eric Snow,snower01,1995,43,1995-96,SEA,NBA,PG
Tyus Edney,edneyty01,1995,47,1995-96,SAC,NBA,PG
Mark Davis,davisma02,1995,48,1995-96,MIN,NBA,SF
Jerome Allen,allenje01,1995,49,1995-96,MIN,NBA,SG
Martin Lewis,lewisma01,1995,50,1995-96,TOR,NBA,SF
Fred Hoiberg,hoibefr01,1995,52,1995-96,IND,NBA,SG
Michael McDonald,mcdonmi01,1995,55,1997-98,CHH,NBA,C
Chris Carr,carrch01,1995,56,1995-96,PHO,NBA,SG
Cuonzo Martin,marticu01,1995,57,1995-96,VAN,NBA,SG
Don Reid,reiddo01,1995,58,1995-96,DET,NBA,PF
Allen Iverson,iversal01,1996,1,1996-97,PHI,NBA,PG
Marcus Camby,cambyma01,1996,2,1996-97,TOR,NBA,C
Shareef Abdur-Rahim,abdursh01,1996,3,1996-97,VAN,NBA,PF
Stephon Marbury,marbust01,1996,4,1996-97,MIN,NBA,PG
Ray Allen,allenra02,1996,5,1996-97,MIL,NBA,SG
Antoine Walker,walkean02,1996,6,1996-97,BOS,NBA,PF
Lorenzen Wright,wrighlo02,1996,7,1996-97,LAC,NBA,C
Kerry Kittles,kittlke01,1996,8,1996-97,NJN,NBA,SG
Samaki Walker,walkesa01,1996,9,1996-97,DAL,NBA,PF
Erick Dampier,dampier01,1996,10,1996-97,IND,NBA,C
Todd Fuller,fulleto02,1996,11,1996-97,GSW,NBA,C
Vitaly Potapenko,potapvi01,1996,12,1996-97,CLE,NBA,C
Kobe Bryant,bryanko01,1996,13,1996-97,LAL,NBA,SG
Peja Stojaković,stojape01,1996,14,1998-99,SAC,NBA,SF
Steve Nash,nashst01,1996,15,1996-97,PHO,NBA,PG
Tony Delk,delkto01,1996,16,1996-97,CHH,NBA,PG
Jermaine O'Neal,onealje01,1996,17,1996-97,POR,NBA,PF
John Wallace,wallajo01,1996,18,1996-97,NYK,NBA,SF
Walter McCarty,mccarwa01,1996,19,1996-97,NYK,NBA,PF
Zydrunas Ilgauskas,ilgauzy01,1996,20,1997-98,CLE,NBA,C
Dontae' Jones,jonesdo01,1996,21,1997-98,BOS,NBA,SF
Roy Rogers,rogerro02,1996,22,1996-97,VAN,NBA,PF
Efthimi Rentzias,rentzef01,1996,23,2002-03,PHI,NBA,C
Derek Fisher,fishede01,1996,24,1996-97,LAL,NBA,PG
Martin Müürsepp,muursma01,1996,25,1996-97,TOT,NBA,PF
Jerome Williams,willije01,1996,26,1996-97,DET,NBA,PF
Brian Evans,evansbr01,1996,27,1996-97,ORL,NBA,SF
Priest Lauderdale,laudepr01,1996,28,1996-97,ATL,NBA,C
Travis Knight,knightr01,1996,29,1996-97,LAL,NBA,C
Othella Harrington,harriot01,1996,30,1996-97,HOU,NBA,PF
Mark Hendrickson,hendrma01,1996,31,1996-97,PHI,NBA,PF
Moochie Norris,norrimo01,1996,33,1996-97,VAN,NBA,PG
Jeff McInnis,mcinnje01,1996,37,1996-97,DEN,NBA,PG
Steve Hamer,hamerst01,1996,38,1996-97,BOS,NBA,C
Jason Sasser,sasseja01,1996,41,1996-97,TOT,NBA,SF
Randy Livingston,livinra01,1996,42,1996-97,HOU,NBA,PG
Ben Davis,davisbe01,1996,43,1996-97,PHO,NBA,PF
Malik Rose,rosema01,1996,44,1996-97,CHH,NBA,PF
Marcus Brown,brownma01,1996,46,1996-97,POR,NBA,PG
Jamie Feick,feickja01,1996,48,1996-97,TOT,NBA,PF-C
Amal McCaskill,mccasam01,1996,49,1996-97,ORL,NBA,C
Chris Robinson,robinch01,1996,51,1996-97,VAN,NBA,SG
Mark Pope,popema01,1996,52,1997-98,IND,NBA,SF
Jeff Nordgaard,nordgje01,1996,53,1997-98,MIL,NBA,PF
Shandon Anderson,andersh01,1996,54,1996-97,UTA,NBA,SG
Reggie Geary,gearyre01,1996,56,1996-97,CLE,NBA,PG
Drew Barry,barrydr01,1996,57,1997-98,ATL,NBA,PG
Tim Duncan,duncati01,1997,1,1997-98,SAS,NBA,PF
Keith Van Horn,vanhoke01,1997,2,1997-98,NJN,NBA,PF
Chauncey Billups,billuch01,1997,3,1997-98,TOT,NBA,PG
Antonio Daniels,daniean01,1997,4,1997-98,VAN,NBA,SG
Tony Battie,battito01,1997,5,1997-98,DEN,NBA,PF
Ron Mercer,mercero01,1997,6,1997-98,BOS,NBA,SG
Tim Thomas,thomati01,1997,7,1997-98,PHI,NBA,SF
Adonal Foyle,foylead01,1997,8,1997-98,GSW,NBA,C
Tracy McGrady,mcgratr01,1997,9,1997-98,TOR,NBA,SF
Danny Fortson,fortsda01,1997,10,1997-98,DEN,NBA,PF
Tariq Abdul-Wahad,abdulta01,1997,11,1997-98,SAC,NBA,SG
Austin Croshere,croshau01,1997,12,1997-98,IND,NBA,PF
Derek Anderson,anderde01,1997,13,1997-98,CLE,NBA,SF
Maurice Taylor,tayloma01,1997,14,1997-98,LAC,NBA,PF
Kelvin Cato,catoke01,1997,15,1997-98,POR,NBA,C
Brevin Knight,knighbr01,1997,16,1997-98,CLE,NBA,PG
Johnny Taylor,taylojo01,1997,17,1997-98,ORL,NBA,SF
Chris Anstey,anstech01,1997,18,1997-98,DAL,NBA,C
Scot Pollard,pollasc01,1997,19,1997-98,DET,NBA,C
Paul Grant,grantpa01,1997,20,1998-99,TOT,NBA,C
Anthony Parker,parkean01,1997,21,1997-98,PHI,NBA,SG
Ed Gray,grayed01,1997,22,1997-98,ATL,NBA,SG
Bobby Jackson,jacksbo01,1997,23,1997-98,DEN,NBA,PG
Rodrick Rhodes,rhodero01,1997,24,1997-98,HOU,NBA,SF
John Thomas,thomajo02,1997,25,1997-98,TOT,NBA,PF
Charles Smith,smithch04,1997,26,1997-98,TOT,NBA,SG
Jacque Vaughn,vaughja01,1997,27,1997-98,UTA,NBA,PG
Keith Booth,boothke01,1997,28,1997-98,CHI,NBA,SF
Charles O'Bannon,obannch01,1997,31,1997-98,DET,NBA,SG
James Cotton,cottoja02,1997,32,1997-98,SEA,NBA,SG
Marko Milič,milicma01,1997,33,1997-98,PHO,NBA,SF
Bubba Wells,wellsbu01,1997,34,1997-98,DAL,NBA,SG
Kebu Stewart,stewake01,1997,35,1997-98,PHI,NBA,PF
James Collins,collija01,1997,36,1997-98,LAC,NBA,SG
Marc Jackson,jacksma02,1997,37,2000-01,GSW,NBA,C
Jerald Honeycutt,honeyje01,1997,38,1997-98,MIL,NBA,PF
Anthony Johnson,johnsan02,1997,39,1997-98,SAC,NBA,PG
Jason Lawson,lawsoja01,1997,41,1997-98,ORL,NBA,C
Stephen Jackson,jacksst02,1997,42,2000-01,NJN,NBA,SF
Cedric Henderson,hendece02,1997,44,1997-98,CLE,NBA,SF
God Shammgod,shammgo01,1997,45,1997-98,WAS,NBA,PG
Eric Washington,washier01,1997,46,1997-98,DEN,NBA,SG
Alvin Williams,willial02,1997,47,1997-98,TOT,NBA,SG
Predrag Drobnjak,drobnpr01,1997,48,2001-02,SEA,NBA,C
Chris Crawford,crawfch01,1997,50,1997-98,ATL,NBA,PF
DeJuan Wheat,wheatde01,1997,51,1997-98,MIN,NBA,PG
Mark Blount,blounma01,1997,54,2000-01,BOS,NBA,C
Michael Olowokandi,olowomi01,1998,1,1998-99,LAC,NBA,C
Mike Bibby,bibbymi01,1998,2,1998-99,VAN,NBA,PG
Raef LaFrentz,lafrera01,1998,3,1998-99,DEN,NBA,C
Antawn Jamison,jamisan01,1998,4,1998-99,GSW,NBA,SF
Vince Carter,cartevi01,1998,5,1998-99,TOR,NBA,SF
Robert Traylor,traylro01,1998,6,1998-99,MIL,NBA,C
Jason Williams,willija02,1998,7,1998-99,SAC,NBA,PG
Larry Hughes,hughela01,1998,8,1998-99,PHI,NBA,PG
Dirk Nowitzki,nowitdi01,1998,9,1998-99,DAL,NBA,PF
Paul Pierce,piercpa01,1998,10,1998-99,BOS,NBA,SF
Bonzi Wells,wellsbo01,1998,11,1998-99,POR,NBA,SF
Michael Doleac,doleami01,1998,12,1998-99,ORL,NBA,C
Keon Clark,clarkke01,1998,13,1998-99,DEN,NBA,C
Michael Dickerson,dickemi01,1998,14,1998-99,HOU,NBA,SG
Matt Harpring,harprma01,1998,15,1998-99,ORL,NBA,SF
Bryce Drew,drewbr01,1998,16,1998-99,HOU,NBA,PG
Rasho Nesterović,nestera01,1998,17,1998-99,MIN,NBA,C
Mirsad Türkcan,turkcmi01,1998,18,1999-00,TOT,NBA,PF
Pat Garrity,garripa01,1998,19,1998-99,PHO,NBA,PF
Roshown McLeod,mcleoro01,1998,20,1998-99,ATL,NBA,SF
Ricky Davis,davisri01,1998,21,1998-99,CHH,NBA,SG
Brian Skinner,skinnbr01,1998,22,1998-99,LAC,NBA,PF
Tyronn Lue,luety01,1998,23,1998-99,LAL,NBA,PG
Felipe López,lopezfe01,1998,24,1998-99,VAN,NBA,SG
Al Harrington,harrial01,1998,25,1998-99,IND,NBA,PF
Sam Jacobson,jacobsa01,1998,26,1998-99,LAL,NBA,PG
Vladimir Stepania,stepavl01,1998,27,1998-99,SEA,NBA,C
Corey Benjamin,benjaco01,1998,28,1998-99,CHI,NBA,PG
Nazr Mohammed,mohamna01,1998,29,1998-99,PHI,NBA,C
Ansu Sesay,sesayan01,1998,30,2001-02,SEA,NBA,SF
Ruben Patterson,patteru01,1998,31,1998-99,LAL,NBA,SF
Rashard Lewis,lewisra02,1998,32,1998-99,SEA,NBA,SF
Jelani McCoy,mccoyje01,1998,33,1998-99,SEA,NBA,C
Shammond Williams,willish01,1998,34,1998-99,ATL,NBA,PG
Bruno Šundov,sundobr01,1998,35,1998-99,DAL,NBA,C
Jerome James,jamesje01,1998,36,1998-99,SAC,NBA,C
Casey Shaw,shawca01,1998,37,1998-99,PHI,NBA,C
DeMarco Johnson,johnsde02,1998,38,1999-00,NYK,NBA,PF
Rafer Alston,alstora01,1998,39,1999-00,MIL,NBA,PG
Korleone Young,youngko01,1998,40,1998-99,DET,NBA,SF
Cuttino Mobley,moblecu01,1998,41,1998-99,HOU,NBA,PG
Miles Simon,simonmi01,1998,42,1998-99,ORL,NBA,SG
Jahidi White,whiteja01,1998,43,1998-99,WAS,NBA,PF
Sean Marks,marksse01,1998,44,1998-99,TOR,NBA,PF
Toby Bailey,baileto01,1998,45,1998-99,PHO,NBA,SG
Andrae Patterson,pattean01,1998,46,1998-99,MIN,NBA,PF
Tyson Wheeler,wheelty01,1998,47,1998-99,DEN,NBA,PG
Ryan Stack,stackry01,1998,48,1998-99,CLE,NBA,PF
Cory Carr,carrco01,1998,49,1998-99,CHI,NBA,SG
Derrick Dial,dialde01,1998,52,1999-00,SAS,NBA,SG
Greg Buckner,buckngr01,1998,53,1999-00,DAL,NBA,SG
Tremaine Fowlkes,fowlktr01,1998,54,2001-02,LAC,NBA,SF
Ryan Bowen,bowenry01,1998,55,1999-00,DEN,NBA,SF
J.R. Henderson,hendejr01,1998,56,1998-99,VAN,NBA,SF
Torraye Braggs,braggto01,1998,57,2003-04,TOT,NBA,PF
Maceo Baston,bastoma01,1998,58,2002-03,TOR,NBA,PF
Elton Brand,brandel01,1999,1,1999-00,CHI,NBA,PF
Steve Francis,francst01,1999,2,1999-00,HOU,NBA,PG
Baron Davis,davisba01,1999,3,1999-00,CHH,NBA,PG
Lamar Odom,odomla01,1999,4,1999-00,LAC,NBA,SF
Jonathan Bender,bendejo01,1999,5,1999-00,IND,NBA,SF
Wally Szczerbiak,szczewa02,1999,6,1999-00,MIN,NBA,SF
Richard Hamilton,hamilri01,1999,7,1999-00,WAS,NBA,SG
Andre Miller,millean02,1999,8,1999-00,CLE,NBA,PG
Shawn Marion,mariosh01,1999,9,1999-00,PHO,NBA,SF
Jason Terry,terryja01,1999,10,1999-00,ATL,NBA,PG
Trajan Langdon,langdtr01,1999,11,1999-00,CLE,NBA,SG
Aleksandar Radojević,radojal01,1999,12,1999-00,TOR,NBA,C
Corey Maggette,maggeco01,1999,13,1999-00,ORL,NBA,SF
William Avery,averywi01,1999,14,1999-00,MIN,NBA,PG
Metta World Peace,artesro01,1999,16,1999-00,CHI,NBA,SF
Cal Bowdler,bowdlca01,1999,17,1999-00,ATL,NBA,SF
James Posey,poseyja01,1999,18,1999-00,DEN,NBA,SF
Quincy Lewis,lewisqu01,1999,19,1999-00,UTA,NBA,SG
Dion Glover,glovedi01,1999,20,1999-00,ATL,NBA,SG
Jeff Foster,fosteje01,1999,21,1999-00,IND,NBA,C
Kenny Thomas,thomake01,1999,22,1999-00,HOU,NBA,PF
Devean George,georgde01,1999,23,1999-00,LAL,NBA,SF
Andrei Kirilenko,kirilan01,1999,24,2001-02,UTA,NBA,SF
Tim James,jamesti01,1999,25,1999-00,MIA,NBA,SF
Vonteego Cummings,cummivo01,1999,26,1999-00,GSW,NBA,PG
Jumaine Jones,jonesju01,1999,27,1999-00,PHI,NBA,SF
Scott Padgett,padgesc01,1999,28,1999-00,UTA,NBA,PF
Leon Smith,smithle01,1999,29,2001-02,ATL,NBA,C
John Celestand,celesjo01,1999,30,1999-00,LAL,NBA,PG
Michael Ruffin,ruffimi01,1999,32,1999-00,CHI,NBA,PF
Chris Herren,herrech01,1999,33,1999-00,DEN,NBA,PG
Evan Eschmeyer,eschmev01,1999,34,1999-00,NJN,NBA,C
Calvin Booth,boothca01,1999,35,1999-00,WAS,NBA,C
Wang Zhizhi,zhizhwa01,1999,36,2000-01,DAL,NBA,C
Obinna Ekezie,ekeziob01,1999,37,1999-00,VAN,NBA,PF
Laron Profit,profila01,1999,38,1999-00,WAS,NBA,SG
A.J. Bramlett,bramlaj01,1999,39,1999-00,CLE,NBA,C
Gordan Giriček,giricgo01,1999,40,2002-03,TOT,NBA,SG-SF
Francisco Elson,elsonfr01,1999,41,2003-04,DEN,NBA,C
Lee Nailon,nailole01,1999,43,2000-01,CHH,NBA,SF
Ryan Robertson,roberry01,1999,45,1999-00,SAC,NBA,SG
Todd MacCulloch,maccuto01,1999,47,1999-00,PHI,NBA,C
Lari Ketner,ketnela01,1999,49,1999-00,TOT,NBA,PF
Rodney Buford,buforro01,1999,53,1999-00,MIA,NBA,SG
Tim Young,youngti01,1999,56,1999-00,GSW,NBA,C
Manu Ginóbili,ginobma01,1999,57,2002-03,SAS,NBA,SG
Kenyon Martin,martike01,2000,1,2000-01,NJN,NBA,PF
Stromile Swift,swiftst01,2000,2,2000-01,VAN,NBA,PF
Darius Miles,milesda01,2000,3,2000-01,LAC,NBA,SF
Marcus Fizer,fizerma01,2000,4,2000-01,CHI,NBA,PF
Mike Miller,millemi01,2000,5,2000-01,ORL,NBA,SF
DerMarr Johnson,johnsde03,2000,6,2000-01,ATL,NBA,SF
Chris Mihm,mihmch01,2000,7,2000-01,CLE,NBA,C
Jamal Crawford,crawfja01,2000,8,2000-01,CHI,NBA,PG
Joel Przybilla,przybjo01,2000,9,2000-01,MIL,NBA,C
Keyon Dooling,doolike01,2000,10,2000-01,LAC,NBA,PG
Jérôme Moïso,moisoje01,2000,11,2000-01,BOS,NBA,C
Etan Thomas,thomaet01,2000,12,2001-02,WAS,NBA,C
Courtney Alexander,alexaco02,2000,13,2000-01,TOT,NBA,PG
Mateen Cleaves,cleavma01,2000,14,2000-01,DET,NBA,PG
Jason Collier,collija02,2000,15,2000-01,HOU,NBA,C
Hedo Türkoğlu,turkohe01,2000,16,2000-01,SAC,NBA,SF
Desmond Mason,masonde01,2000,17,2000-01,SEA,NBA,SF
Quentin Richardson,richaqu01,2000,18,2000-01,LAC,NBA,SG
Jamaal Magloire,magloja01,2000,19,2000-01,CHH,NBA,C
Speedy Claxton,claxtsp01,2000,20,2001-02,PHI,NBA,PG
Morris Peterson,petermo01,2000,21,2000-01,TOR,NBA,SG
Donnell Harvey,harvedo01,2000,22,2000-01,DAL,NBA,PF
DeShawn Stevenson,stevede01,2000,23,2000-01,UTA,NBA,SG
Dalibor Bagarić,bagarda01,2000,24,2000-01,CHI,NBA,C
Jake Tsakalidis,tsakaja01,2000,25,2000-01,PHO,NBA,C
Mamadou N'Diaye,ndiayma02,2000,26,2000-01,TOR,NBA,C
Primož Brezec,brezepr01,2000,27,2001-02,IND,NBA,C
Erick Barkley,barkler01,2000,28,2000-01,POR,NBA,PG
Mark Madsen,madsema01,2000,29,2000-01,LAL,NBA,PF
Marko Jarić,jaricma01,2000,30,2002-03,LAC,NBA,SF
Dan Langhi,langhda01,2000,31,2000-01,HOU,NBA,SF
A.J. Guyton,guytoaj01,2000,32,2000-01,CHI,NBA,PG
Jake Voskuhl,voskuja01,2000,33,2000-01,CHI,NBA,C
Khalid El-Amin,elamikh01,2000,34,2000-01,CHI,NBA,PG
Mike Smith,smithmi03,2000,35,2000-01,WAS,NBA,SF
Soumaila Samake,samakso01,2000,36,2000-01,NJN,NBA,C
Eddie House,houseed01,2000,37,2000-01,MIA,NBA,PG
Eduardo Nájera,najered01,2000,38,2000-01,DAL,NBA,PF
Lavor Postell,postela01,2000,39,2000-01,NYK,NBA,SG
Hanno Möttölä,mottoha01,2000,40,2000-01,ATL,NBA,SF
Olumide Oyedeji,oyedeol01,2000,42,2000-01,SEA,NBA,C
Michael Redd,reddmi01,2000,43,2000-01,MIL,NBA,SG
Brian Cardinal,cardibr01,2000,44,2000-01,DET,NBA,PF
Jabari Smith,smithja01,2000,45,2000-01,SAC,NBA,C
Jason Hart,hartja01,2000,49,2000-01,MIL,NBA,PG
Kaniel Dickens,dickeka01,2000,50,2003-04,POR,NBA,PF
Igor Rakočević,rakocig01,2000,51,2002-03,MIN,NBA,PG
Ernest Brown,browner01,2000,52,2001-02,MIA,NBA,C
Dan McClintock,mcclida01,2000,53,2000-01,DEN,NBA,C
Chris Porter,portech01,2000,55,2000-01,GSW,NBA,SF
Kwame Brown,brownkw01,2001,1,2001-02,WAS,NBA,PF
Tyson Chandler,chandty01,2001,2,2001-02,CHI,NBA,C
Pau Gasol,gasolpa01,2001,3,2001-02,MEM,NBA,C
Eddy Curry,curryed01,2001,4,2001-02,CHI,NBA,C
Jason Richardson,richaja01,2001,5,2001-02,GSW,NBA,SG
Shane Battier,battish01,2001,6,2001-02,MEM,NBA,SF
Eddie Griffin,griffed01,2001,7,2001-02,HOU,NBA,PF
DeSagana Diop,diopde01,2001,8,2001-02,CLE,NBA,C
Rodney White,whitero02,2001,9,2001-02,DET,NBA,SF
Joe Johnson,johnsjo02,2001,10,2001-02,TOT,NBA,SG
Kedrick Brown,brownke01,2001,11,2001-02,BOS,NBA,SF
Vladimir Radmanović,radmavl01,2001,12,2001-02,SEA,NBA,PF
Richard Jefferson,jefferi01,2001,13,2001-02,NJN,NBA,SF
Troy Murphy,murphtr01,2001,14,2001-02,GSW,NBA,PF
Steven Hunter,huntest01,2001,15,2001-02,ORL,NBA,C
Kirk Haston,hastoki01,2001,16,2001-02,CHH,NBA,PF
Michael Bradley,bradlmi01,2001,17,2001-02,TOR,NBA,PF
Jason Collins,collija04,2001,18,2001-02,NJN,NBA,C
Zach Randolph,randoza01,2001,19,2001-02,POR,NBA,PF
Brendan Haywood,haywobr01,2001,20,2001-02,WAS,NBA,C
Joseph Forte,fortejo01,2001,21,2001-02,BOS,NBA,SG
Jeryl Sasser,sasseje01,2001,22,2001-02,ORL,NBA,SG
Brandon Armstrong,armstbr01,2001,23,2001-02,NJN,NBA,SG
Raül López,lopezra01,2001,24,2003-04,UTA,NBA,PG
Gerald Wallace,wallage01,2001,25,2001-02,SAC,NBA,SF
Samuel Dalembert,dalemsa01,2001,26,2001-02,PHI,NBA,C
Jamaal Tinsley,tinslja01,2001,27,2001-02,IND,NBA,PG
Tony Parker,parketo01,2001,28,2001-02,SAS,NBA,PG
Trenton Hassell,hassetr01,2001,30,2001-02,CHI,NBA,SG
Gilbert Arenas,arenagi01,2001,31,2001-02,GSW,NBA,PG
Omar Cook,cookom01,2001,32,2003-04,POR,NBA,PG
Will Solomon,solomwi01,2001,33,2001-02,MEM,NBA,SG
Terence Morris,morrite01,2001,34,2001-02,HOU,NBA,SF
Brian Scalabrine,scalabr01,2001,35,2001-02,NJN,NBA,PF
Jeff Trepagnier,trepaje01,2001,36,2001-02,CLE,NBA,SG
Damone Brown,brownda02,2001,37,2001-02,PHI,NBA,SF
Mehmet Okur,okurme01,2001,38,2002-03,DET,NBA,PF
Earl Watson,watsoea01,2001,40,2001-02,SEA,NBA,PG
Jamison Brewer,breweja01,2001,41,2001-02,IND,NBA,SG
Bobby Simmons,simmobo01,2001,42,2001-02,WAS,NBA,SF
Sean Lampley,lamplse01,2001,45,2002-03,MIA,NBA,SF
Loren Woods,woodslo01,2001,46,2001-02,MIN,NBA,C
Antonis Fotsis,fotsian01,2001,48,2001-02,MEM,NBA,PF
Ken Johnson,johnske03,2001,49,2002-03,MIA,NBA,C
Ruben Boumtje-Boumtje,boumtru01,2001,50,2001-02,POR,NBA,C
Alton Ford,fordal02,2001,51,2001-02,PHO,NBA,PF
Jarron Collins,collija03,2001,53,2001-02,UTA,NBA,C
Kenny Satterfield,satteke01,2001,54,2001-02,DEN,NBA,PG
Alvin Jones,jonesal01,2001,57,2001-02,PHI,NBA,C
Yao Ming,mingya01,2002,1,2002-03,HOU,NBA,C
Jay Williams,willija03,2002,2,2002-03,CHI,NBA,PG
Mike Dunleavy,dunlemi02,2002,3,2002-03,GSW,NBA,SF
Drew Gooden,goodedr01,2002,4,2002-03,TOT,NBA,SF-PF
Nikoloz Tskitishvili,tskitni01,2002,5,2002-03,DEN,NBA,SF
Dajuan Wagner,wagneda02,2002,6,2002-03,CLE,NBA,SG
Nenê Hilário,hilarne01,2002,7,2002-03,DEN,NBA,C
Chris Wilcox,wilcoch01,2002,8,2002-03,LAC,NBA,PF
Amar'e Stoudemire,stoudam01,2002,9,2002-03,PHO,NBA,PF
Caron Butler,butleca01,2002,10,2002-03,MIA,NBA,SF
Jared Jeffries,jeffrja01,2002,11,2002-03,WAS,NBA,SF
Melvin Ely,elyme01,2002,12,2002-03,LAC,NBA,C
Marcus Haislip,haislma01,2002,13,2002-03,MIL,NBA,PF
Fred Jones,jonesfr01,2002,14,2002-03,IND,NBA,SG
Boštjan Nachbar,nachbbo01,2002,15,2002-03,HOU,NBA,SF
Jiří Welsch,welscji01,2002,16,2002-03,GSW,NBA,SF
Juan Dixon,dixonju01,2002,17,2002-03,WAS,NBA,PG
Curtis Borchardt,borchcu01,2002,18,2003-04,UTA,NBA,C
Ryan Humphrey,humphry01,2002,19,2002-03,TOT,NBA,PF
Kareem Rush,rushka01,2002,20,2002-03,LAL,NBA,PG
Qyntel Woods,woodsqy01,2002,21,2002-03,POR,NBA,PF
Casey Jacobsen,jacobca01,2002,22,2002-03,PHO,NBA,SF
Tayshaun Prince,princta01,2002,23,2002-03,DET,NBA,SF
Nenad Krstić,krstine01,2002,24,2004-05,NJN,NBA,PF
Frank Williams,willifr02,2002,25,2002-03,NYK,NBA,PG
John Salmons,salmojo01,2002,26,2002-03,PHI,NBA,PG
Chris Jefferies,jeffech01,2002,27,2002-03,TOR,NBA,SF
Dan Dickau,dickada01,2002,28,2002-03,ATL,NBA,PG
Roger Mason,masonro01,2002,31,2002-03,CHI,NBA,SF
Robert Archibald,archiro01,2002,32,2002-03,MEM,NBA,PF
Vincent Yarbrough,yarbrvi01,2002,33,2002-03,DEN,NBA,SG
Dan Gadzuric,gadzuda01,2002,34,2002-03,MIL,NBA,C
Carlos Boozer,boozeca01,2002,35,2002-03,CLE,NBA,PF
David Andersen,anderda03,2002,37,2009-10,HOU,NBA,C
Tito Maddox,maddoti01,2002,38,2002-03,HOU,NBA,SG
Juan Carlos Navarro,navarju01,2002,40,2007-08,MEM,NBA,SG
Mario Kasun,kasunma01,2002,41,2004-05,ORL,NBA,C
Ronald Murray,murraro01,2002,42,2002-03,TOT,NBA,SG
Lonny Baxter,baxtelo01,2002,44,2002-03,CHI,NBA,C
