name,slug,draft_year,draft_pick,season,team_id,lg_id,pos
Kevin Henderson,hendeke01,1986,50,1986-87,GSW,NBA,PG
Mike Williams,willimi03,1986,51,1989-90,TOT,NBA,PF-SF
Ricky Wilson,wilsori02,1986,52,1987-88,TOT,NBA,PG
Tod Murphy,murphto01,1986,53,1987-88,LAC,NBA,PF
Dwayne Polee,poleedw01,1986,54,1986-87,LAC,NBA,SG
Kenny Gattison,gattike01,1986,55,1986-87,PHO,NBA,PF
Bruce Douglas,douglbr01,1986,57,1986-87,SAC,NBA,SG
Dave Henderson,hendeda01,1986,58,1987-88,PHI,NBA,SG
Dražen Petrović,petrodr01,1986,60,1989-90,POR,NBA,SG
John Shasky,shaskjo01,1986,61,1988-89,MIA,NBA,C
Dave Hoppen,hoppeda01,1986,65,1987-88,TOT,NBA,C
Anthony Bowie,bowiean01,1986,66,1988-89,SAS,NBA,SG
Ron Rowan,rowanro01,1986,67,1986-87,POR,NBA,SG
Andre Turner,turnean01,1986,69,1986-87,BOS,NBA,PG
Jim Les,lesji01,1986,70,1988-89,UTA,NBA,PG
Scott Meents,meentsc01,1986,74,1989-90,SEA,NBA,PF
Grant Gondrezick,gondrgr01,1986,77,1986-87,PHO,NBA,SG
Myron Jackson,jacksmy01,1986,85,1986-87,DAL,NBA,PG
Conner Henry,henryco01,1986,89,1986-87,TOT,NBA,SG
Richard Rellford,rellfri01,1986,95,1987-88,SAS,NBA,SF
Clinton Smith,smithcl01,1986,97,1986-87,GSW,NBA,SG
Dominic Pressley,pressdo01,1986,99,1988-89,TOT,NBA,PG
Steffond Johnson,johnsst02,1986,100,1986-87,LAC,NBA,PF
Pete Myers,myerspe01,1986,120,1986-87,CHI,NBA,SG
Curtis Kitchen,kitchcu01,1986,122,1986-87,SEA,NBA,PF
Tim Kempton,kemptti01,1986,124,1986-87,LAC,NBA,PF
Anthony Frederick,fredean01,1986,133,1988-89,IND,NBA,SF
Alexander Volkov,volkoal01,1986,134,1989-90,ATL,NBA,C
David Robinson,robinda01,1987,1,1989-90,SAS,NBA,C
Armen Gilliam,gilliar01,1987,2,1987-88,PHO,NBA,PF
Dennis Hopson,hopsode01,1987,3,1987-88,NJN,NBA,SG
Reggie Williams,willire01,1987,4,1987-88,LAC,NBA,SF
Scottie Pippen,pippesc01,1987,5,1987-88,CHI,NBA,SF
Kenny Smith,smithke01,1987,6,1987-88,SAC,NBA,PG
Kevin Johnson,johnske02,1987,7,1987-88,TOT,NBA,PG
Olden Polynice,polynol01,1987,8,1987-88,SEA,NBA,C
Derrick McKey,mckeyde01,1987,9,1987-88,SEA,NBA,SF
Horace Grant,grantho01,1987,10,1987-88,CHI,NBA,PF
Reggie Miller,millere01,1987,11,1987-88,IND,NBA,SG
Muggsy Bogues,boguemu01,1987,12,1987-88,WSB,NBA,PG
Joe Wolf,wolfjo01,1987,13,1987-88,LAC,NBA,C
Tellis Frank,frankte01,1987,14,1987-88,GSW,NBA,PF
José Ortiz,ortizjo01,1987,15,1988-89,UTA,NBA,PF
Chris Welp,welpch01,1987,16,1987-88,PHI,NBA,C
Ronnie Murphy,murphro01,1987,17,1987-88,POR,NBA,SF
Mark Jackson,jacksma01,1987,18,1987-88,NYK,NBA,PG
Ken Norman,normake01,1987,19,1987-88,LAC,NBA,SF
Jim Farmer,farmeji01,1987,20,1987-88,DAL,NBA,SG
Dallas Comegys,comegda01,1987,21,1987-88,NJN,NBA,PF
Reggie Lewis,lewisre01,1987,22,1987-88,BOS,NBA,SG
Greg Anderson,andergr01,1987,23,1987-88,SAS,NBA,PF
Ron Moore,moorero01,1987,25,1987-88,TOT,NBA,C
Steve Alford,alforst01,1987,26,1987-88,DAL,NBA,PG
Nate Blackwell,blackna01,1987,27,1987-88,SAS,NBA,PG
Rickie Winslow,winslri01,1987,28,1987-88,MIL,NBA,SF
Nikita Wilson,wilsoni01,1987,30,1987-88,POR,NBA,SF
Andre Moore,moorean01,1987,31,1987-88,TOT,NBA,PF-SF
Bob McCann,mccanbo01,1987,32,1989-90,DAL,NBA,SF
Tony White,whiteto01,1987,33,1987-88,TOT,NBA,PG
Brian Rowsom,rowsobr01,1987,34,1987-88,IND,NBA,PF
Doug Lee,leedo01,1987,35,1991-92,NJN,NBA,SG
Duane Washington,washidu01,1987,36,1987-88,NJN,NBA,SG
Norris Coleman,colemno01,1987,38,1987-88,LAC,NBA,SF
Vincent Askew,askewvi01,1987,39,1987-88,PHI,NBA,SG
Winston Garland,garlawi01,1987,40,1987-88,GSW,NBA,PG
Kannard Johnson,johnska01,1987,41,1987-88,CLE,NBA,SF
Brad Lohaus,lohaubr01,1987,45,1987-88,BOS,NBA,PF
Jamie Waller,walleja01,1987,48,1987-88,NJN,NBA,SG
Phil Zevenbergen,zevenph01,1987,50,1987-88,SAS,NBA,C
Donald Royal,royaldo01,1987,52,1989-90,MIN,NBA,SF
Winston Crite,critewi01,1987,53,1987-88,PHO,NBA,SF
Darryl Johnson,johnsda02,1987,58,1995-96,CLE,NBA,PG
Kevin Gamble,gamblke01,1987,63,1987-88,POR,NBA,SF
Eric White,whiteer01,1987,65,1987-88,LAC,NBA,SF
Billy Donovan,donovbi01,1987,68,1987-88,NYK,NBA,PG
Joe Arlauckas,arlaujo01,1987,74,1987-88,SAC,NBA,SF
Chris Dudley,dudlech02,1987,75,1987-88,CLE,NBA,C
Jack Haley,haleyja01,1987,79,1988-89,CHI,NBA,PF
Dave Popson,popsoda01,1987,88,1988-89,TOT,NBA,PF
Ron Grandison,grandro01,1987,100,1988-89,BOS,NBA,PF
Bart Kofoed,kofoeba01,1987,107,1987-88,UTA,NBA,SG
Martin Nessley,nesslma01,1987,116,1987-88,TOT,NBA,C
Šarūnas Marčiulionis,marcisa01,1987,127,1989-90,GSW,NBA,SG
Danny Manning,mannida01,1988,1,1988-89,LAC,NBA,PF
Rik Smits,smitsri01,1988,2,1988-89,IND,NBA,C
Charles Smith,smithch01,1988,3,1988-89,LAC,NBA,PF
Chris Morris,morrich01,1988,4,1988-89,NJN,NBA,SF
Mitch Richmond,richmmi01,1988,5,1988-89,GSW,NBA,SG
Hersey Hawkins,hawkihe01,1988,6,1988-89,PHI,NBA,SG
Tim Perry,perryti01,1988,7,1988-89,PHO,NBA,C
Rex Chapman,chapmre01,1988,8,1988-89,CHH,NBA,SG
Rony Seikaly,seikaro01,1988,9,1988-89,MIA,NBA,C
Willie Anderson,anderwi01,1988,10,1988-89,SAS,NBA,SF
Will Perdue,perduwi01,1988,11,1988-89,CHI,NBA,C
Harvey Grant,grantha01,1988,12,1988-89,WSB,NBA,PF
Jeff Grayer,grayeje01,1988,13,1988-89,MIL,NBA,SG
Dan Majerle,majerda01,1988,14,1988-89,PHO,NBA,SG
Gary Grant,grantga01,1988,15,1988-89,LAC,NBA,PG
Derrick Chievous,chievde01,1988,16,1988-89,HOU,NBA,SF
Eric Leckner,leckner01,1988,17,1988-89,UTA,NBA,C
Ricky Berry,berryri01,1988,18,1988-89,SAC,NBA,SG
Rod Strickland,stricro02,1988,19,1988-89,NYK,NBA,PG
Kevin Edwards,edwarke01,1988,20,1988-89,MIA,NBA,SG
Mark Bryant,bryanma01,1988,21,1988-89,POR,NBA,PF
Randolph Keys,keysra01,1988,22,1988-89,CLE,NBA,SF
Jerome Lane,laneje01,1988,23,1988-89,DEN,NBA,PF
Brian Shaw,shawbr01,1988,24,1988-89,BOS,NBA,SG
David Rivers,riverda01,1988,25,1988-89,LAL,NBA,PG
Rolando Ferreira,ferrero01,1988,26,1988-89,POR,NBA,C
Shelton Jones,jonessh01,1988,27,1988-89,TOT,NBA,SF
Andrew Lang,langan01,1988,28,1988-89,PHO,NBA,C
Vinny Del Negro,delnevi01,1988,29,1988-89,SAC,NBA,SG
Fennis Dembo,dembofe01,1988,30,1988-89,DET,NBA,SF
Everette Stephens,stephev01,1988,31,1988-89,IND,NBA,PG
Charles Shackleford,shackch01,1988,32,1988-89,NJN,NBA,C
Grant Long,longgr01,1988,33,1988-89,MIA,NBA,PF
Tom Tolbert,tolbeto01,1988,34,1988-89,CHH,NBA,SF
Sylvester Gray,graysy01,1988,35,1988-89,MIA,NBA,SF
Ledell Eackles,eacklle01,1988,36,1988-89,WSB,NBA,SG
Greg Butler,butlegr01,1988,37,1988-89,NYK,NBA,C
Dean Garrett,garrede01,1988,38,1996-97,MIN,NBA,C
Tito Horford,horfoti01,1988,39,1988-89,MIL,NBA,C
Orlando Graham,grahaor01,1988,40,1988-89,GSW,NBA,PF
Keith Smart,smartke01,1988,41,1988-89,SAS,NBA,PG
Todd Mitchell,mitchto01,1988,43,1988-89,TOT,NBA,SF
Anthony Taylor,tayloan01,1988,44,1988-89,MIA,NBA,PG
Tom Garrick,garrito01,1988,45,1988-89,LAC,NBA,SG
Morlon Wiley,wileymo01,1988,46,1988-89,DAL,NBA,PG
Vernon Maxwell,maxweve01,1988,47,1988-89,SAS,NBA,SG
Micheal Williams,willimi02,1988,48,1988-89,DET,NBA,PG
Steve Kerr,kerrst01,1988,50,1988-89,PHO,NBA,PG
Rob Lock,lockro01,1988,51,1988-89,LAC,NBA,PF
Anthony Mason,masonan01,1988,53,1989-90,NJN,NBA,PF
Barry Sumpter,sumptba01,1988,56,1988-89,LAC,NBA,PF
Nate Johnston,johnsna01,1988,59,1989-90,TOT,NBA,PF-SF
Winston Bennett,bennewi01,1988,64,1989-90,CLE,NBA,SF
Corey Gaines,gaineco01,1988,65,1988-89,NJN,NBA,SG
Ricky Grace,graceri01,1988,67,1993-94,ATL,NBA,PG
Craig Neal,nealcr01,1988,71,1988-89,TOT,NBA,PG
Michael Anderson,andermi01,1988,73,1988-89,SAS,NBA,PG
Gerald Paddio,paddige01,1988,74,1990-91,CLE,NBA,SF
Pervis Ellison,ellispe01,1989,1,1989-90,SAC,NBA,C
Danny Ferry,ferryda01,1989,2,1990-91,CLE,NBA,PF
Sean Elliott,elliose01,1989,3,1989-90,SAS,NBA,SF
Glen Rice,ricegl01,1989,4,1989-90,MIA,NBA,SF
J.R. Reid,reidjr01,1989,5,1989-90,CHH,NBA,C
Stacey King,kingst01,1989,6,1989-90,CHI,NBA,PF
George McCloud,mccloge01,1989,7,1989-90,IND,NBA,SF
Randy White,whitera01,1989,8,1989-90,DAL,NBA,PF
Tom Hammonds,hammoto01,1989,9,1989-90,WSB,NBA,PF
Pooh Richardson,richapo01,1989,10,1989-90,MIN,NBA,PG
Nick Anderson,anderni01,1989,11,1989-90,ORL,NBA,SG
Mookie Blaylock,blaylmo01,1989,12,1989-90,NJN,NBA,PG
Michael Smith,smithmi01,1989,13,1989-90,BOS,NBA,PF
Tim Hardaway,hardati01,1989,14,1989-90,GSW,NBA,PG
Todd Lichti,lichtto01,1989,15,1989-90,DEN,NBA,SG
Dana Barros,barroda01,1989,16,1989-90,SEA,NBA,PG
Shawn Kemp,kempsh01,1989,17,1989-90,SEA,NBA,PF
B.J. Armstrong,armstbj01,1989,18,1989-90,CHI,NBA,PG
Kenny Payne,payneke01,1989,19,1989-90,PHI,NBA,SF
Jeff Sanders,sandeje01,1989,20,1989-90,CHI,NBA,PF
Blue Edwards,edwarbl01,1989,21,1989-90,UTA,NBA,SF
Byron Irvin,irvinby01,1989,22,1989-90,POR,NBA,SG
Roy Marble,marblro01,1989,23,1989-90,ATL,NBA,SG
Anthony Cook,cookan01,1989,24,1990-91,DEN,NBA,PF
John Morton,mortojo01,1989,25,1989-90,CLE,NBA,SG
Vlade Divac,divacvl01,1989,26,1989-90,LAL,NBA,C
Kenny Battle,battlke01,1989,27,1989-90,PHO,NBA,SG
Sherman Douglas,douglsh01,1989,28,1989-90,MIA,NBA,PG
Dyron Nix,nixdy01,1989,29,1989-90,IND,NBA,SF
Frank Kornet,kornefr01,1989,30,1989-90,MIL,NBA,PF
Jeff Martin,martije01,1989,31,1989-90,LAC,NBA,SG
Stanley Brundy,brundst01,1989,32,1989-90,NJN,NBA,SF
Jay Edwards,edwarja02,1989,33,1989-90,LAC,NBA,SG
Gary Leonard,leonaga01,1989,34,1989-90,MIN,NBA,C
Pat Durham,durhapa01,1989,35,1992-93,GSW,NBA,SF
Clifford Robinson,robincl02,1989,36,1989-90,POR,NBA,PF
Michael Ansley,anslemi01,1989,37,1989-90,ORL,NBA,SF
Doug West,westdo01,1989,38,1989-90,MIN,NBA,SG
Ed Horton,hortoed01,1989,39,1989-90,WSB,NBA,PF
Dino Rađa,radjadi01,1989,40,1993-94,BOS,NBA,PF
Doug Roth,rothdo01,1989,41,1989-90,WSB,NBA,C
Chucky Brown,brownch01,1989,43,1989-90,CLE,NBA,SF
Scott Haffner,haffnsc01,1989,45,1989-90,MIA,NBA,PG
Ricky Blanton,blantri01,1989,46,1992-93,CHI,NBA,SF
Haywoode Workman,workmha01,1989,49,1989-90,ATL,NBA,PG
Brian Quinnett,quinnbr01,1989,50,1989-90,NYK,NBA,SG
Mike Morrison,morrimi01,1989,51,1989-90,PHO,NBA,SG
Greg Grant,grantgr01,1989,52,1989-90,PHO,NBA,PG
Derrick Coleman,colemde01,1990,1,1990-91,NJN,NBA,PF
Gary Payton,paytoga01,1990,2,1990-91,SEA,NBA,PG
Mahmoud Abdul-Rauf,abdulma02,1990,3,1990-91,DEN,NBA,PG
Dennis Scott,scottde01,1990,4,1990-91,ORL,NBA,SG
Kendall Gill,gillke01,1990,5,1990-91,CHH,NBA,SG
Felton Spencer,spencfe01,1990,6,1990-91,MIN,NBA,C
Lionel Simmons,simmoli01,1990,7,1990-91,SAC,NBA,SF
Bo Kimble,kimblbo01,1990,8,1990-91,LAC,NBA,SG
Willie Burton,burtowi01,1990,9,1990-91,MIA,NBA,SF
Rumeal Robinson,robinru01,1990,10,1990-91,ATL,NBA,PG
Tyrone Hill,hillty01,1990,11,1990-91,GSW,NBA,PF
Alec Kessler,kesslal01,1990,12,1990-91,MIA,NBA,C
Loy Vaught,vaughlo01,1990,13,1990-91,LAC,NBA,PF
Travis Mays,maystr01,1990,14,1990-91,SAC,NBA,PG
Dave Jamerson,jamerda01,1990,15,1990-91,HOU,NBA,SG
Terry Mills,millste01,1990,16,1990-91,TOT,NBA,PF
Jerrod Mustaf,mustaje01,1990,17,1990-91,NYK,NBA,PF
Duane Causwell,causwdu01,1990,18,1990-91,SAC,NBA,C
Dee Brown,brownde01,1990,19,1990-91,BOS,NBA,PG
Gerald Glass,glassge01,1990,20,1990-91,MIN,NBA,SF
Jayson Williams,willija01,1990,21,1990-91,PHI,NBA,PF
Tate George,georgta01,1990,22,1990-91,NJN,NBA,PG
Anthony Bonner,bonnean01,1990,23,1990-91,SAC,NBA,PF
Dwayne Schintzius,schindw01,1990,24,1990-91,SAS,NBA,C
Alaa Abdelnaby,abdelal01,1990,25,1990-91,POR,NBA,PF
Lance Blanks,blankla01,1990,26,1990-91,DET,NBA,SG
Elden Campbell,campbel01,1990,27,1990-91,LAL,NBA,PF
Les Jepsen,jepsele01,1990,28,1990-91,GSW,NBA,C
Toni Kukoč,kukocto01,1990,29,1993-94,CHI,NBA,SF
Carl Herrera,herreca01,1990,30,1991-92,HOU,NBA,PF
Negele Knight,knighne01,1990,31,1990-91,PHO,NBA,PG
Brian Oliver,olivebr01,1990,32,1990-91,PHI,NBA,SG
Walter Palmer,palmewa01,1990,33,1990-91,UTA,NBA,C
Kevin Pritchard,pritcke01,1990,34,1990-91,GSW,NBA,PG
Greg Foster,fostegr01,1990,35,1990-91,WSB,NBA,PF
Trevor Wilson,wilsotr01,1990,36,1990-91,ATL,NBA,PF
A.J. English,engliaj01,1990,37,1990-91,WSB,NBA,SG
Jud Buechler,buechju01,1990,38,1990-91,NJN,NBA,SF
Steve Scheffler,schefst01,1990,39,1990-91,CHH,NBA,C
Bimbo Coles,colesbi01,1990,40,1990-91,MIA,NBA,PG
Steve Bardo,bardost01,1990,41,1991-92,SAS,NBA,SG
Marcus Liberty,liberma01,1990,42,1990-91,DEN,NBA,SF
Tony Massenburg,masseto01,1990,43,1990-91,SAS,NBA,PF
Steve Henson,hensost01,1990,44,1990-91,MIL,NBA,PG
Antonio Davis,davisan01,1990,45,1993-94,IND,NBA,PF
Kenny Williams,willike03,1990,46,1990-91,IND,NBA,PF
Derek Strong,stronde01,1990,47,1991-92,WSB,NBA,PF
Cedric Ceballos,cebalce01,1990,48,1990-91,PHO,NBA,SF
Miloš Babić,babicmi01,1990,50,1990-91,CLE,NBA,PF
Tony Smith,smithto02,1990,51,1990-91,LAL,NBA,SG
Stefano Rusconi,ruscost01,1990,52,1995-96,PHO,NBA,PF
Sean Higgins,higgise01,1990,54,1990-91,SAS,NBA,SF
Larry Johnson,johnsla02,1991,1,1991-92,CHH,NBA,PF
Kenny Anderson,anderke01,1991,2,1991-92,NJN,NBA,PG
Billy Owens,owensbi01,1991,3,1991-92,GSW,NBA,PF
Dikembe Mutombo,mutomdi01,1991,4,1991-92,DEN,NBA,C
Steve Smith,smithst01,1991,5,1991-92,MIA,NBA,SG
Doug Smith,smithdo03,1991,6,1991-92,DAL,NBA,PF
Luc Longley,longllu01,1991,7,1991-92,MIN,NBA,C
Mark Macon,maconma01,1991,8,1991-92,DEN,NBA,SG
Stacey Augmon,augmost01,1991,9,1991-92,ATL,NBA,SG
Bison Dele,delebi01,1991,10,1991-92,ORL,NBA,PF
Terrell Brandon,brandte01,1991,11,1991-92,CLE,NBA,PG
Greg Anthony,anthogr01,1991,12,1991-92,NYK,NBA,PG
Dale Davis,davisda01,1991,13,1991-92,IND,NBA,PF
Rich King,kingri01,1991,14,1991-92,SEA,NBA,C
Anthony Avent,aventan01,1991,15,1992-93,MIL,NBA,PF
Chris Gatling,gatlich01,1991,16,1991-92,GSW,NBA,PF
Victor Alexander,alexavi01,1991,17,1991-92,GSW,NBA,C
Kevin Brooks,brookke01,1991,18,1991-92,DEN,NBA,SF
LaBradford Smith,smithla02,1991,19,1991-92,WSB,NBA,SG
John Turner,turnejo01,1991,20,1991-92,HOU,NBA,SF
Eric Murdock,murdoer01,1991,21,1991-92,UTA,NBA,PG
LeRon Ellis,ellisle02,1991,22,1991-92,LAC,NBA,C
Stanley Roberts,roberst01,1991,23,1991-92,ORL,NBA,C
Rick Fox,foxri01,1991,24,1991-92,BOS,NBA,SF
Mark Randall,randama01,1991,26,1991-92,TOT,NBA,PF
Pete Chilcutt,chilcpe01,1991,27,1991-92,SAC,NBA,PF
Kevin Lynch,lynchke01,1991,28,1991-92,CHH,NBA,SG
Rodney Monroe,monroro01,1991,30,1991-92,ATL,NBA,SG
Randy Brown,brownra02,1991,31,1991-92,SAC,NBA,PG
Chad Gallagher,gallach01,1991,32,1993-94,UTA,NBA,C
Donald Hodge,hodgedo01,1991,33,1991-92,DAL,NBA,PF
Myron Brown,brownmy01,1991,34,1991-92,MIN,NBA,PG
Mike Iuzzolino,iuzzomi01,1991,35,1991-92,DAL,NBA,PG
Chris Corchiani,corchch01,1991,36,1991-92,ORL,NBA,PG
Elliot Perry,perryel01,1991,37,1991-92,TOT,NBA,PG
Jimmy Oliver,oliveji01,1991,39,1991-92,CLE,NBA,SG
Doug Overton,overtdo01,1991,40,1992-93,WSB,NBA,PG
Sean Green,greense01,1991,41,1991-92,IND,NBA,SG
Lamont Strothers,strotla01,1991,43,1991-92,POR,NBA,SG
Bobby Phills,phillbo01,1991,45,1991-92,CLE,NBA,SG
Richard Dumas,dumasri02,1991,46,1992-93,PHO,NBA,SF
Isaac Austin,austiis01,1991,48,1991-92,UTA,NBA,C
Greg Sutton,suttogr01,1991,49,1991-92,SAS,NBA,PG
Žan Tabak,tabakza01,1991,51,1994-95,HOU,NBA,C
Shaquille O'Neal,onealsh01,1992,1,1992-93,ORL,NBA,C
Alonzo Mourning,mournal01,1992,2,1992-93,CHH,NBA,C
Christian Laettner,laettch01,1992,3,1992-93,MIN,NBA,PF
Jim Jackson,jacksji01,1992,4,1992-93,DAL,NBA,SF
LaPhonso Ellis,ellisla01,1992,5,1992-93,DEN,NBA,PF
Tom Gugliotta,guglito01,1992,6,1992-93,WSB,NBA,PF
Walt Williams,williwa02,1992,7,1992-93,SAC,NBA,SF
Todd Day,dayto01,1992,8,1992-93,MIL,NBA,SG
Clarence Weatherspoon,weathcl01,1992,9,1992-93,PHI,NBA,SF
Adam Keefe,keefead01,1992,10,1992-93,ATL,NBA,PF
Robert Horry,horryro01,1992,11,1992-93,HOU,NBA,SF
Harold Miner,minerha01,1992,12,1992-93,MIA,NBA,SG
Bryant Stith,stithbr01,1992,13,1992-93,DEN,NBA,SG
Malik Sealy,sealyma01,1992,14,1992-93,IND,NBA,SF
Anthony Peeler,peelean01,1992,15,1992-93,LAL,NBA,SG
Randy Woods,woodsra01,1992,16,1992-93,LAC,NBA,PG
Doug Christie,chrisdo01,1992,17,1992-93,LAL,NBA,SG
Tracy Murray,murratr01,1992,18,1992-93,POR,NBA,SF
Don MacLean,macledo01,1992,19,1992-93,WSB,NBA,PF
Hubert Davis,davishu01,1992,20,1992-93,NYK,NBA,SG
Jon Barry,barryjo01,1992,21,1992-93,MIL,NBA,SG
Oliver Miller,milleol01,1992,22,1992-93,PHO,NBA,C
Lee Mayberry,maybele01,1992,23,1992-93,MIL,NBA,PG
Latrell Sprewell,sprewla01,1992,24,1992-93,GSW,NBA,SG
Elmore Spencer,spencel01,1992,25,1992-93,LAC,NBA,C
Dave Johnson,johnsda01,1992,26,1992-93,POR,NBA,SG
Byron Houston,houstby01,1992,27,1992-93,GSW,NBA,PF
Marlon Maxey,maxeyma01,1992,28,1992-93,MIN,NBA,PF
P.J. Brown,brownpj01,1992,29,1993-94,NJN,NBA,C
Sean Rooks,rooksse01,1992,30,1992-93,DAL,NBA,C
Reggie Smith,smithre01,1992,31,1992-93,POR,NBA,C
Brent Price,pricebr01,1992,32,1992-93,WSB,NBA,PG
Corey Williams,willico01,1992,33,1992-93,CHI,NBA,PG
Chris Smith,smithch03,1992,34,1992-93,MIN,NBA,SG
Tony Bennett,benneto01,1992,35,1992-93,CHH,NBA,PG
Duane Cooper,coopedu01,1992,36,1992-93,LAL,NBA,PG
Isaiah Morris,morriis01,1992,37,1992-93,DET,NBA,SF
Elmer Bennett,benneel01,1992,38,1994-95,CLE,NBA,PG
Litterial Green,greenli01,1992,39,1992-93,ORL,NBA,PG
Popeye Jones,jonespo01,1992,41,1993-94,DAL,NBA,PF
Matt Geiger,geigema01,1992,42,1992-93,MIA,NBA,C
Sasha Danilović,danilsa01,1992,43,1995-96,MIA,NBA,SG
Chris King,kingch01,1992,45,1993-94,SEA,NBA,SF
Robert Werdann,werdaro01,1992,46,1992-93,DEN,NBA,C
Darren Morningstar,mornida01,1992,47,1993-94,TOT,NBA,C
Brian Davis,davisbr02,1992,48,1993-94,MIN,NBA,SF
Matt Fish,fishma01,1992,50,1994-95,LAC,NBA,C
Matt Steigenga,steigma01,1992,52,1996-97,CHI,NBA,SF
Chris Webber,webbech01,1993,1,1993-94,GSW,NBA,C
Shawn Bradley,bradlsh01,1993,2,1993-94,PHI,NBA,C
Anfernee Hardaway,hardaan01,1993,3,1993-94,ORL,NBA,PG
Jamal Mashburn,mashbja01,1993,4,1993-94,DAL,NBA,SF
Isaiah Rider,rideris01,1993,5,1993-94,MIN,NBA,SG
Calbert Cheaney,cheanca01,1993,6,1993-94,WSB,NBA,SG
Bobby Hurley,hurlebo01,1993,7,1993-94,SAC,NBA,PG
Vin Baker,bakervi01,1993,8,1993-94,MIL,NBA,C
Rodney Rogers,rogerro01,1993,9,1993-94,DEN,NBA,SF
Lindsey Hunter,hunteli01,1993,10,1993-94,DET,NBA,PG
Allan Houston,houstal01,1993,11,1993-94,DET,NBA,SG
George Lynch,lynchge01,1993,12,1993-94,LAL,NBA,SF
Terry Dehere,deherte01,1993,13,1993-94,LAC,NBA,PG
Scott Haskin,haskisc01,1993,14,1993-94,IND,NBA,C
Doug Edwards,edwardo01,1993,15,1993-94,ATL,NBA,PF
Rex Walters,waltere01,1993,16,1993-94,NJN,NBA,SG
Greg Graham,grahagr01,1993,17,1993-94,PHI,NBA,SG
Luther Wright,wrighlu01,1993,18,1993-94,UTA,NBA,C
Acie Earl,earlac01,1993,19,1993-94,BOS,NBA,C
Scott Burrell,burresc01,1993,20,1993-94,CHH,NBA,SF
James Robinson,robinja02,1993,21,1993-94,POR,NBA,PG
Chris Mills,millsch01,1993,22,1993-94,CLE,NBA,SF
Ervin Johnson,johnser02,1993,23,1993-94,SEA,NBA,C
Sam Cassell,cassesa01,1993,24,1993-94,HOU,NBA,PG
Corie Blount,blounco01,1993,25,1993-94,CHI,NBA,PF
Geert Hammink,hammige01,1993,26,1993-94,ORL,NBA,C
Malcolm Mackey,mackema01,1993,27,1993-94,PHO,NBA,C
Lucious Harris,harrilu01,1993,28,1993-94,DAL,NBA,SG
Gheorghe Mureșan,muresgh01,1993,30,1993-94,WSB,NBA,C
Evers Burns,burnsev01,1993,31,1993-94,SAC,NBA,PF
Alphonso Ford,fordal01,1993,32,1993-94,SEA,NBA,PG
Eric Riley,rileyer01,1993,33,1993-94,HOU,NBA,C
Darnell Mee,meeda01,1993,34,1993-94,DEN,NBA,SG
Ed Stokes,stokeed01,1993,35,1997-98,TOR,NBA,C
Nick Van Exel,vanexni01,1993,37,1993-94,LAL,NBA,PG
Rich Manning,manniri01,1993,40,1995-96,VAN,NBA,PF
Adonis Jordan,jordaad01,1993,42,1993-94,DEN,NBA,PG
Josh Grant,grantjo01,1993,43,1993-94,GSW,NBA,PF
Bryon Russell,russebr01,1993,45,1993-94,UTA,NBA,SF
Richard Petruška,petruri01,1993,46,1993-94,HOU,NBA,C
Chris Whitney,whitnch01,1993,47,1993-94,SAS,NBA,PG
Kevin Thompson,thompke01,1993,48,1993-94,POR,NBA,C
Mike Peplowski,peplomi01,1993,52,1993-94,SAC,NBA,C
Glenn Robinson,robingl01,1994,1,1994-95,MIL,NBA,SF
Jason Kidd,kiddja01,1994,2,1994-95,DAL,NBA,PG
Grant Hill,hillgr01,1994,3,1994-95,DET,NBA,SF
Donyell Marshall,marshdo01,1994,4,1994-95,TOT,NBA,SF
Juwan Howard,howarju01,1994,5,1994-95,WSB,NBA,PF
Sharone Wright,wrighsh01,1994,6,1994-95,PHI,NBA,C
Lamond Murray,murrala01,1994,7,1994-95,LAC,NBA,SF
Brian Grant,grantbr01,1994,8,1994-95,SAC,NBA,PF
Eric Montross,montrer01,1994,9,1994-95,BOS,NBA,C
Eddie Jones,jonesed02,1994,10,1994-95,LAL,NBA,SG
Carlos Rogers,rogerca01,1994,11,1994-95,GSW,NBA,C
Khalid Reeves,reevekh01,1994,12,1994-95,MIA,NBA,PG
Jalen Rose,roseja01,1994,13,1994-95,DEN,NBA,SF
Yinka Dare,dareyi01,1994,14,1994-95,NJN,NBA,C
Eric Piatkowski,piatker01,1994,15,1994-95,LAC,NBA,SG
Clifford Rozier,roziecl01,1994,16,1994-95,GSW,NBA,C
Aaron McKie,mckieaa01,1994,17,1994-95,POR,NBA,SG
Eric Mobley,mobleer01,1994,18,1994-95,MIL,NBA,C
Tony Dumas,dumasto01,1994,19,1994-95,DAL,NBA,SG
B.J. Tyler,tylerbj01,1994,20,1994-95,PHI,NBA,PG
Dickey Simpkins,simpkdi01,1994,21,1994-95,CHI,NBA,PF
Bill Curley,curlebi01,1994,22,1994-95,DET,NBA,PF
Wesley Person,persowe01,1994,23,1994-95,PHO,NBA,SG
Monty Williams,willimo01,1994,24,1994-95,NYK,NBA,SF
Greg Minor,minorgr01,1994,25,1994-95,BOS,NBA,SG
Charlie Ward,wardch01,1994,26,1994-95,NYK,NBA,PG
Brooks Thompson,thompbr01,1994,27,1994-95,ORL,NBA,PG
Antonio Lang,langan02,1994,29,1994-95,PHO,NBA,SF
Howard Eisley,eisleho01,1994,30,1994-95,TOT,NBA,PG
