1984,33,Steve Colter,coltest01
1984,35,Othell Wilson,wilsoot01
1984,36,Charles Jones,jonesch02
1984,37,Ben Coleman,colembe01
1984,38,Charlie Sitton,sittoch01
1984,39,Danny Young,youngda01
1984,41,Tom Sluby,slubyto01
1984,42,Willie White,whitewi01
1984,45,Gary Plummer,plummga01
1984,46,Jerome Kersey,kerseje01
1984,50,Ben McDonald,mcdonbe01
1984,51,Jim Petersen,peterji01
1984,57,Joe Binion,biniojo01
1984,61,Jeff Cross,crossje01
1984,62,David Pope,popeda01
1984,68,Butch Graves,gravebu01
1984,70,Rick Carlisle,carliri01
1984,71,Ralph Jackson,jacksra01
1984,76,Jim Grandholm,grandji01
1984,80,Carl Henry,henryca01
1984,86,Jim Rowinski,rowinji01
1984,87,Bob Thornton,thornbo01
1984,90,Ozell Jones,jonesoz01
1984,120,McKinley Singleton,singlmc01
1984,133,Eddie Lee Wilkins,wilkied01
1984,140,Kenton Edelin,edelike01
1984,156,Ken Bannister,bannike01
1984,185,Brian Martin,martibr01
1985,1,Patrick Ewing,ewingpa01
1985,2,Wayman Tisdale,tisdawa01
1985,3,Benoit Benjamin,benjabe01
1985,4,Xavier McDaniel,mcdanxa01
1985,5,Jon Koncak,koncajo01
1985,6,Joe Kleine,kleinjo01
1985,7,Chris Mullin,mullich01
1985,8,Detlef Schrempf,schrede01
1985,9,Charles Oakley,oaklech01
1985,10,Ed Pinckney,pincked01
1985,11,Keith Lee,leeke01
1985,12,Kenny Green,greenke02
1985,13,Karl Malone,malonka01
1985,14,Rick Hughes,hugheri01
1985,15,Blair Rasmussen,rasmubl01
1985,16,Bill Wennington,wennibi01
1985,17,Uwe Blab,blabuw01
1985,18,Joe Dumars,dumarjo01
1985,19,Steve Harris,harrist01
1985,20,Sam Vincent,vincesa01
1985,21,Terry Catledge,catlete01
1985,22,Jerry Reynolds,reynoje01
1985,23,A.C. Green,greenac01
1985,24,Terry Porter,portete01
1985,25,Mike Smrek,smrekmi01
1985,26,Bill Martin,martibi01
1985,27,Dwayne McClain,mccladw01
1985,28,Ken Johnson,johnske01
1985,29,Mike Brittain,brittmi01
1985,31,Manute Bol,bolma01
1985,32,Nick Vanos,vanosni01
1985,33,Greg Stokes,stokegr01
1985,35,Tyrone Corbin,corbity01
1985,36,Yvon Joseph,josepyv01
1985,37,Carey Scurry,scurrca01
1985,38,Fernando Martín,martife01
1985,40,Mark Acres,acresma01
1985,41,Lorenzo Charles,charllo01
1985,43,Barry Stevens,steveba01
1985,44,Voise Winters,wintevo01
1985,45,Hot Rod Williams,williho01
1985,46,Adrian Branch,brancad01
1985,47,Gerald Wilkins,wilkige01
1985,49,Brad Wright,wrighbr01
1985,54,Sam Mitchell,mitchsa01
1985,59,Sedric Toney,toneyse01
1985,61,Perry Young,youngpe01
1985,63,Harold Keeling,keeliha01
1985,66,Michael Adams,adamsmi01
1985,69,Mike Brown,brownmi01
1985,73,Fred Cofield,cofiefr01
1985,75,Alex Stivrins,stivral01
1985,77,Arvydas Sabonis,sabonar01
1985,79,Mark Davis,davisma01
1985,82,Scott Roth,rothsc01
1985,83,Delaney Rudd,ruddde01
1985,84,John Battle,battljo01
1985,87,Spud Webb,webbsp01
1985,89,Pete Williams,willipe01
1985,90,Derrick Gervin,gervide01
1985,91,Cozell McQueen,mcqueco01
1985,92,Dexter Shouse,shousde01
1985,139,Ralph Lewis,lewisra01
1985,144,Michael Phelps,phelpmi01
1985,148,Georgi Glouchkov,gloucge01
1985,160,Mario Elie,eliema01
1986,1,Brad Daugherty,daughbr01
1986,3,Chris Washburn,washbch01
1986,4,Chuck Person,persoch01
1986,5,Kenny Walker,walkeke01
1986,6,William Bedford,bedfowi01
1986,7,Roy Tarpley,tarplro01
1986,8,Ron Harper,harpero01
1986,9,Brad Sellers,sellebr01
1986,10,Johnny Dawkins,dawkijo01
1986,11,John Salley,sallejo01
1986,12,John Williams,willijo02
1986,13,Pearl Washington,washipe01
1986,14,Walter Berry,berrywa01
1986,15,Dell Curry,curryde01
1986,16,Maurice Martin,martima01
1986,17,Harold Pressley,pressha01
1986,18,Mark Alarie,alarima01
1986,19,Billy Thompson,thompbi01
1986,20,Buck Johnson,johnsbu01
1986,21,Anthony Jones,jonesan01
1986,22,Scott Skiles,skilesc01
1986,24,Arvydas Sabonis,sabonar01
1986,25,Mark Price,pricema01
1986,26,Greg Dreiling,dreilgr01
1986,27,Dennis Rodman,rodmade01
1986,28,Larry Krystkowiak,krystla01
1986,29,Johnny Newman,newmajo01
1986,30,Nate McMillan,mcmilna01
1986,32,Cedric Henderson,hendece01
1986,33,Kevin Duckworth,duckwke01
1986,34,Johnny Rogers,rogerjo01
1986,35,Milt Wagner,wagnemi01
1986,39,Rafael Addison,addisra01
1986,41,Otis Smith,smithot01
1986,43,Dave Feitl,feitlda01
1986,44,David Wingate,wingada01
1986,45,Keith Smith,smithke03
1986,46,Jeff Hornacek,hornaje01
1986,47,Michael Jackson,jacksmi02
1986,48,Forrest McKenzie,mckenfo01
1986,50,Kevin Henderson,hendeke01
1986,51,Mike Williams,willimi03
1986,52,Ricky Wilson,wilsori02
1986,53,Tod Murphy,murphto01
1986,54,Dwayne Polee,poleedw01
1986,55,Kenny Gattison,gattike01
1986,57,Bruce Douglas,douglbr01
1986,58,Dave Henderson,hendeda01
1986,60,Dražen Petrović,petrodr01
