name,slug,college_slug,draft_year,draft_pick,season,school_name,conf_abbr,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg2_per_g,fg2a_per_g,fg2_pct,fg3_per_g,fg3a_per_g,fg3_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,sos-dum,sos
Wayne Robinson,robinwa01,wayne-robinson-1,1980,31,1976-77,Virginia Tech,Ind,28,,10.7,1.3,2.9,.432,,,,,,,0.6,1.0,.643,,,2.9,0.3,,,,1.3,3.1,,3.56
Wayne Robinson,robinwa01,wayne-robinson-1,1980,31,1977-78,Virginia Tech,Ind,27,,28.6,5.0,10.0,.498,,,,,,,2.4,3.4,.714,,,9.2,,,,,3.6,12.4,,0.59
Wayne Robinson,robinwa01,wayne-robinson-1,1980,31,1978-79,Virginia Tech,Metro,31,,31.6,5.2,9.7,.538,,,,,,,3.1,4.2,.744,,,9.1,1.0,1.3,1.0,2.8,3.1,13.5,,0.77
Wayne Robinson,robinwa01,wayne-robinson-1,1980,31,1979-80,Virginia Tech,Metro,29,,33.6,5.6,10.5,.536,,,,,,,3.9,5.0,.781,,,8.2,1.2,0.8,1.4,2.0,3.0,15.2,,2.24
DeWayne Scales,scalede01,dewayne-scales-1,1980,36,1977-78,LSU,SEC,26,,23.0,5.9,12.8,.459,,,,,,,1.0,2.0,.519,,,9.4,,,,,3.0,12.8,,5.58
DeWayne Scales,scalede01,dewayne-scales-1,1980,36,1978-79,LSU,SEC,26,,30.8,8.7,15.4,.566,,,,,,,1.9,3.2,.602,,,9.1,0.3,,,,3.6,19.3,,5.26
DeWayne Scales,scalede01,dewayne-scales-1,1980,36,1979-80,LSU,SEC,32,,29.0,7.2,13.4,.537,,,,,,,1.9,2.7,.709,,,7.9,0.4,0.5,0.3,,3.1,16.3,,5.38
Butch Carter,cartebu01,butch-carter-1,1980,37,1976-77,Indiana,Big Ten,23,,17.0,1.2,3.0,.391,,,,,,,0.6,1.0,.609,,,2.2,1.4,,,1.9,2.0,3.0,,8.21
Butch Carter,cartebu01,butch-carter-1,1980,37,1977-78,Indiana,Big Ten,29,6,14.0,1.1,2.1,.508,,,,,,,0.7,1.1,.677,,,1.3,2.2,0.4,0.1,1.9,1.4,2.9,,5.96
Butch Carter,cartebu01,butch-carter-1,1980,37,1978-79,Indiana,Big Ten,33,29,33.0,3.5,6.8,.513,,,,,,,1.5,2.0,.742,,,3.0,4.6,0.9,0.1,2.8,2.5,8.5,,8.77
Butch Carter,cartebu01,butch-carter-1,1980,37,1979-80,Indiana,Big Ten,29,23,31.0,4.2,7.7,.547,,,,,,,2.7,3.6,.760,,,3.5,3.1,1.2,0.2,2.1,2.4,11.1,,11.25
Michael Wiley,wileymi01,michael-wiley-1,1980,39,1976-77,Long Beach State,PCAA,29,,22.5,4.6,8.8,.528,,,,,,,1.8,2.7,.671,,,4.8,,,,,1.8,11.1,,-0.61
Michael Wiley,wileymi01,michael-wiley-1,1980,39,1977-78,Long Beach State,PCAA,29,,33.2,6.6,11.2,.586,,,,,,,3.0,4.0,.748,,,7.6,,,,,3.6,16.1,,0.87
Michael Wiley,wileymi01,michael-wiley-1,1980,39,1978-79,Long Beach State,PCAA,28,,33.1,7.0,12.2,.570,,,,,,,3.1,4.5,.693,,,7.4,1.9,,,,,17.1,,1.37
Michael Wiley,wileymi01,michael-wiley-1,1980,39,1979-80,Long Beach State,PCAA,34,,31.1,8.7,14.9,.582,,,,,,,3.1,4.4,.723,,,6.4,1.4,,,,2.8,20.5,,2.88
Dick Miller,milledi01,dick-miller-1,1980,40,1976-77,Toledo,MAC,27,,32.9,4.9,9.4,.526,,,,,,,2.1,3.7,.576,,,8.4,,,,,3.6,12.0,,-1.28
Dick Miller,milledi01,dick-miller-1,1980,40,1977-78,Toledo,MAC,24,,,4.5,9.5,.467,,,,,,,1.8,3.2,.571,,,7.7,,,,,3.2,10.8,,-1.98
Dick Miller,milledi01,dick-miller-1,1980,40,1978-79,Toledo,MAC,23,,27.2,4.8,9.7,.498,,,,,,,1.9,4.0,.484,,,8.1,,,,,,11.6,,-1.72
Dick Miller,milledi01,dick-miller-1,1980,40,1979-80,Toledo,MAC,29,,34.5,5.9,10.6,.554,,,,,,,2.7,4.9,.552,,,9.9,3.1,1.5,0.6,,3.2,14.4,,-0.36
Jawann Oldham,oldhaja01,jawann-oldham-1,1980,41,1976-77,Seattle,WCAC,27,,,5.4,11.1,.483,,,,,,,1.1,1.9,.608,,,7.9,,,,,3.6,11.9,,-0.86
Jawann Oldham,oldhaja01,jawann-oldham-1,1980,41,1977-78,Seattle,WCAC,24,,,5.6,10.9,.511,,,,,,,1.3,2.9,.435,,,8.0,,,,,3.8,12.4,,2.34
Jawann Oldham,oldhaja01,jawann-oldham-1,1980,41,1978-79,Seattle,WCAC,24,,,8.1,15.3,.529,,,,,,,1.8,3.0,.575,,,10.9,0.5,,,,3.9,17.9,,2.66
Jawann Oldham,oldhaja01,jawann-oldham-1,1980,41,1979-80,Seattle,WCAC,27,,,7.0,12.3,.565,,,,,,,3.0,5.3,.566,,,10.4,0.6,,,,3.3,16.9,,-0.26
Brad Branson,bransbr01,brad-branson-1,1980,45,1978-79,SMU,SWC,26,26,32.8,7.3,17.0,.428,,,,,,,1.8,2.3,.770,,,10.2,0.6,0.8,1.0,2.1,3.7,17.2,,3.11
Brad Branson,bransbr01,brad-branson-1,1980,45,1979-80,SMU,SWC,28,28,32.5,6.9,14.6,.471,,,,,,,1.9,2.6,.730,,,9.0,0.8,0.7,1.8,2.0,3.5,15.7,,1.17
Kurt Nimphius,nimphku01,kurt-nimphius-1,1980,47,1976-77,Arizona State,WAC,18,1,4.2,0.6,1.1,.526,,,,,,,0.4,0.7,.583,,,1.6,0.0,,,,0.7,1.5,,4.58
Kurt Nimphius,nimphku01,kurt-nimphius-1,1980,47,1977-78,Arizona State,WAC,27,23,24.8,3.6,6.5,.557,,,,,,,1.3,2.0,.642,,,6.1,0.7,,,,3.9,8.5,,6.56
Kurt Nimphius,nimphku01,kurt-nimphius-1,1980,47,1978-79,Arizona State,Pac-10,30,18,19.2,3.5,6.0,.583,,,,,,,2.0,3.0,.656,,,5.0,0.6,0.3,1.5,1.3,2.5,9.0,,5.46
Kurt Nimphius,nimphku01,kurt-nimphius-1,1980,47,1979-80,Arizona State,Pac-10,29,29,33.7,6.4,10.5,.609,,,,,,,3.8,5.3,.710,,,9.6,1.2,0.3,1.7,2.1,2.9,16.6,,5.15
James Wilkes,wilkeja02,james-wilkes-1,1980,50,1976-77,UCLA,Pac-8,20,,5.0,0.4,1.2,.304,,,,,,,0.2,0.3,.667,,,1.1,0.5,,,,0.4,0.9,,3.86
James Wilkes,wilkeja02,james-wilkes-1,1980,50,1977-78,UCLA,Pac-8,28,,20.5,2.9,5.8,.509,,,,,,,1.8,2.3,.754,,,4.3,1.9,,,,2.4,7.6,,4.94
James Wilkes,wilkeja02,james-wilkes-1,1980,50,1978-79,UCLA,Pac-10,30,,19.8,2.5,4.9,.507,,,,,,,1.1,1.7,.627,,,3.6,1.2,0.7,0.3,2.0,3.2,6.0,,6.25
James Wilkes,wilkeja02,james-wilkes-1,1980,50,1979-80,UCLA,Pac-10,32,,22.5,3.5,6.9,.502,,,,,,,1.9,2.8,.659,,,4.8,3.1,1.0,0.5,2.5,1.4,8.8,,6.10
Ronnie Valentine,valenro01,ronnie-valentine-1,1980,51,1976-77,Old Dominion,Ind,29,,,10.1,19.1,.530,,,,,,,2.1,3.1,.697,,,9.3,,,,,2.7,22.4,,-5.12
Ronnie Valentine,valenro01,ronnie-valentine-1,1980,51,1977-78,Old Dominion,Ind,22,,,10.5,21.1,.497,,,,,,,3.1,4.2,.750,,,10.0,,,,,3.0,24.1,,-6.68
Ronnie Valentine,valenro01,ronnie-valentine-1,1980,51,1978-79,Old Dominion,Ind,20,,33.9,9.7,18.7,.516,,,,,,,4.1,5.6,.732,,,9.9,,,,,,23.4,,-1.93
Ronnie Valentine,valenro01,ronnie-valentine-1,1980,51,1979-80,Old Dominion,ECACS,30,,32.5,8.2,15.9,.515,,,,,,,2.2,3.0,.722,,,8.7,,,,,,18.5,,-3.02
Lowes Moore,moorelo01,lowes-moore-1,1980,52,1976-77,West Virginia,ECBL,28,,13.7,2.0,4.7,.432,,,,,,,0.9,1.6,.556,,,2.3,1.5,,,,1.8,5.0,,2.64
Lowes Moore,moorelo01,lowes-moore-1,1980,52,1977-78,West Virginia,EAA,28,,34.2,8.5,17.4,.487,,,,,,,4.4,5.6,.783,,,3.1,3.5,,,,2.6,21.3,,0.61
Lowes Moore,moorelo01,lowes-moore-1,1980,52,1978-79,West Virginia,EAA,28,,32.6,6.8,14.3,.478,,,,,,,3.7,4.6,.792,,,3.8,2.7,1.3,0.3,,2.7,17.3,,0.32
Lowes Moore,moorelo01,lowes-moore-1,1980,52,1979-80,West Virginia,EAA,29,,33.8,6.7,14.3,.470,,,,,,,2.9,3.8,.780,,,4.1,4.4,1.8,0.4,,2.6,16.4,,1.68
Mike Harper,harpemi01,mike-harper-1,1980,56,1983-84,Butler,MW City,28,0,6.2,0.6,1.3,.500,,,,,,,0.3,0.6,.438,,,0.6,0.3,0.1,0.0,0.4,1.3,1.5,,-2.15
Mike Harper,harpemi01,mike-harper-1,1980,56,1984-85,Butler,MW City,29,10,11.7,0.4,1.2,.361,,,,,,,0.4,0.6,.667,,,1.7,0.6,0.2,0.2,0.7,1.9,1.3,,0.64
Mike Harper,harpemi01,mike-harper-1,1980,56,1985-86,Butler,MW Coll,20,3,7.1,0.5,1.1,.409,,,,,,,0.1,0.1,1.000,,,0.8,0.3,0.1,0.1,0.8,1.5,1.0,,0.37
Mike Harper,harpemi01,mike-harper-1,1980,56,1986-87,Butler,MW Coll,28,20,22.0,0.9,1.8,.490,0.9,1.8,.490,0.0,0.0,,0.4,0.7,.500,,,2.6,1.2,0.5,0.2,1.7,3.3,2.1,,-2.07
Dave Britton,brittda01,dave-britton-1,1980,57,1978-79,Texas A&M,SWC,33,,25.7,4.0,9.2,.432,,,,,,,2.2,3.6,.627,,,3.3,,,,,,10.2,,4.24
Dave Britton,brittda01,dave-britton-1,1980,57,1979-80,Texas A&M,SWC,34,,30.7,4.6,9.9,.463,,,,,,,2.9,3.9,.739,,,2.9,,,,,,12.0,,2.90
Kurt Rambis,rambiku01,kurt-rambis-1,1980,58,1976-77,Santa Clara,WCAC,27,,,6.2,11.7,.527,,,,,,,2.6,4.6,.560,,,11.6,1.4,,,,3.4,14.9,,-1.85
Kurt Rambis,rambiku01,kurt-rambis-1,1980,58,1977-78,Santa Clara,WCAC,27,,,5.0,9.9,.507,,,,,,,3.7,5.3,.692,,,8.6,1.6,,,,3.0,13.7,,-0.85
Kurt Rambis,rambiku01,kurt-rambis-1,1980,58,1978-79,Santa Clara,WCAC,27,,28.3,6.4,12.4,.512,,,,,,,2.9,4.0,.716,,,8.4,2.0,,,,,15.6,,3.22
Kurt Rambis,rambiku01,kurt-rambis-1,1980,58,1979-80,Santa Clara,WCAC,27,,31.9,7.8,14.6,.534,,,,,,,4.0,6.2,.637,,,9.9,2.0,1.3,1.3,3.3,3.7,19.6,,-0.27
Rich Yonakor,yonakri01,rich-yonakor-1,1980,61,1976-77,UNC,ACC,32,,,1.4,2.8,.495,,,,,,,0.8,1.2,.730,,,2.5,0.8,0.3,0.1,,1.1,3.7,,9.51
Rich Yonakor,yonakri01,rich-yonakor-1,1980,61,1977-78,UNC,ACC,21,,,2.4,5.2,.468,,,,,,,0.8,1.2,.654,,,4.6,1.9,0.5,0.2,,2.5,5.7,,7.48
Rich Yonakor,yonakri01,rich-yonakor-1,1980,61,1978-79,UNC,ACC,29,,,2.4,4.2,.577,,,,,,,1.9,2.6,.730,,,4.0,2.3,0.6,0.3,,2.1,6.8,,7.51
Rich Yonakor,yonakri01,rich-yonakor-1,1980,61,1979-80,UNC,ACC,28,,18.7,2.1,4.5,.468,,,,,,,1.7,2.3,.734,,,4.0,1.4,0.5,0.3,1.2,1.8,5.9,,7.18
Darwin Cook,cookda01,darwin-cook-1,1980,70,1976-77,Portland,WCAC,26,,30.4,5.6,11.7,.482,,,,,,,1.9,3.0,.641,,,2.7,4.9,,,4.2,3.5,13.2,,-1.12
Darwin Cook,cookda01,darwin-cook-1,1980,70,1977-78,Portland,WCAC,27,,33.7,5.4,11.1,.487,,,,,,,2.4,3.1,.776,,,3.0,4.6,2.3,0.2,3.6,2.9,13.3,,-0.89
Darwin Cook,cookda01,darwin-cook-1,1980,70,1978-79,Portland,WCAC,28,,35.2,7.2,15.3,.469,,,,,,,3.3,4.5,.717,,,4.3,5.3,2.2,0.5,3.6,3.1,17.6,,-0.39
Darwin Cook,cookda01,darwin-cook-1,1980,70,1979-80,Portland,WCAC,28,,35.8,7.3,14.1,.518,,,,,,,2.8,3.5,.778,,,4.0,6.2,2.9,1.0,3.8,2.7,17.0,,-0.42
Rory Sparrow,sparrro01,rory-sparrow-1,1980,75,1976-77,Villanova,ECBL,33,,,3.0,5.8,.513,,,,,,,1.0,1.3,.810,,,2.1,,,,,2.5,7.0,,2.39
Rory Sparrow,sparrro01,rory-sparrow-1,1980,75,1977-78,Villanova,EAA,32,,32.4,3.4,6.7,.512,,,,,,,1.8,2.5,.722,,,2.3,,,,,3.0,8.6,,2.75
Rory Sparrow,sparrro01,rory-sparrow-1,1980,75,1978-79,Villanova,EAA,28,,31.3,5.2,10.1,.514,,,,,,,1.8,2.2,.820,,,2.1,,,,,,12.1,,0.96
Rory Sparrow,sparrro01,rory-sparrow-1,1980,75,1979-80,Villanova,EAA,31,,30.2,4.4,7.8,.560,,,,,,,2.1,2.5,.831,,,2.4,,,,,,10.8,,1.41
Tony Jackson,jacksto02,tony-jackson-1,1980,87,1976-77,Florida State,Metro,19,,6.6,0.4,1.3,.333,,,,,,,0.6,1.2,.545,,,0.7,,,,,0.7,1.5,,1.15
Tony Jackson,jacksto02,tony-jackson-1,1980,87,1977-78,Florida State,Metro,29,,29.8,2.3,6.7,.352,,,,,,,1.2,2.2,.563,,,2.7,5.7,2.5,0.0,,2.0,5.9,,3.33
Tony Jackson,jacksto02,tony-jackson-1,1980,87,1978-79,Florida State,Metro,29,,35.8,3.7,9.7,.377,,,,,,,1.5,2.9,.524,,,2.5,5.4,2.0,0.0,,3.0,8.8,,1.82
Tony Jackson,jacksto02,tony-jackson-1,1980,87,1979-80,Florida State,Metro,31,,37.0,2.4,5.6,.428,,,,,,,0.8,1.5,.578,,,2.5,6.9,2.1,0.3,,2.8,5.6,,2.95
Tony Fuller,fulleto01,tony-fuller-1,1980,93,1978-79,Pepperdine,WCAC,32,,29.8,5.6,11.6,.484,,,,,,,2.3,3.3,.701,,,4.7,,,,,,13.6,,1.78
Tony Fuller,fulleto01,tony-fuller-1,1980,93,1979-80,Pepperdine,WCAC,28,,35.7,7.2,12.7,.565,,,,,,,5.1,6.4,.804,,,6.9,3.1,1.1,0.3,,,19.5,,-1.11
Wally Rank,rankwa01,wally-rank-1,1980,99,1976-77,San Jose State,PCAA,24,,,3.8,9.3,.413,,,,,,,1.8,3.1,.581,,,5.0,1.3,,,,2.7,9.5,,0.71
Wally Rank,rankwa01,wally-rank-1,1980,99,1977-78,San Jose State,PCAA,24,,,6.1,12.5,.488,,,,,,,2.5,4.0,.608,,,7.4,0.7,,,,3.3,14.7,,2.41
Wally Rank,rankwa01,wally-rank-1,1980,99,1978-79,San Jose State,PCAA,25,,,5.8,12.9,.447,,,,,,,3.6,4.4,.809,,,6.5,1.2,,,,3.6,15.1,,0.67
Wally Rank,rankwa01,wally-rank-1,1980,99,1979-80,San Jose State,PCAA,29,29,29.0,6.2,12.4,.496,,,,,,,4.0,5.8,.692,,,7.0,1.8,,,3.2,3.7,16.4,,0.73
Darrell Allums,allumda01,darrell-allums-1,1980,103,1976-77,UCLA,Pac-8,6,,3.0,0.2,0.7,.250,,,,,,,0.2,0.5,.333,,,0.5,0.2,,,,0.0,0.5,,3.86
Darrell Allums,allumda01,darrell-allums-1,1980,103,1977-78,UCLA,Pac-8,28,,14.9,1.5,3.0,.506,,,,,,,1.5,2.1,.717,,,3.9,0.4,,,,2.4,4.6,,4.94
Darrell Allums,allumda01,darrell-allums-1,1980,103,1978-79,UCLA,Pac-10,28,,14.2,1.1,2.3,.462,,,,,,,1.1,1.2,.909,,,3.0,0.7,0.3,0.3,1.1,2.5,3.2,,6.25
Darrell Allums,allumda01,darrell-allums-1,1980,103,1979-80,UCLA,Pac-10,30,27,12.3,1.6,3.3,.500,,,,,,,0.8,1.6,.521,,,3.5,,,,,,4.1,,6.10
Lorenzo Romar,romarlo01,lorenzo-romar-1,1980,141,1978-79,Washington,Pac-10,27,,19.8,2.4,4.8,.508,,,,,,,1.1,1.6,.721,,,1.4,,,,,,6.0,,6.42
Lorenzo Romar,romarlo01,lorenzo-romar-1,1980,141,1979-80,Washington,Pac-10,28,,26.9,3.8,7.8,.489,,,,,,,1.6,2.1,.763,,,1.9,3.5,1.0,0.1,1.5,2.0,9.3,,4.82
John Stroeder,stroejo01,john-stroeder-1,1980,168,1976-77,Montana,Big Sky,19,,,0.5,1.2,.455,,,,,,,0.5,0.9,.556,,,0.9,0.4,,,,1.2,1.6,,-3.17
John Stroeder,stroejo01,john-stroeder-1,1980,168,1977-78,Montana,Big Sky,28,,,4.1,7.7,.537,,,,,,,1.8,2.5,.690,,,6.8,,,,,3.2,10.0,,-2.76
John Stroeder,stroejo01,john-stroeder-1,1980,168,1978-79,Montana,Big Sky,27,27,,5.3,10.5,.505,,,,,,,3.1,4.6,.683,,,7.8,1.8,0.4,0.3,1.6,3.0,13.7,,-1.31
John Stroeder,stroejo01,john-stroeder-1,1980,168,1979-80,Montana,Big Sky,24,22,27.2,4.3,8.8,.483,,,,,,,2.6,3.6,.721,,,6.8,0.9,0.5,0.8,1.8,2.8,11.1,,-3.00
Clarence Kea,keacl01,clarence-kea-1,1980,169,1976-77,Lamar,Southland,29,,,5.9,11.6,.507,,,,,,,3.9,6.0,.640,,,9.1,0.8,,0.4,,4.1,15.7,,-3.69
Clarence Kea,keacl01,clarence-kea-1,1980,169,1977-78,Lamar,Southland,23,,,5.1,10.9,.470,,,,,,,3.3,5.1,.644,,,9.6,0.3,,,,3.8,13.6,,-1.70
Clarence Kea,keacl01,clarence-kea-1,1980,169,1978-79,Lamar,Southland,32,,,6.6,12.3,.539,,,,,,,4.2,6.3,.658,,,10.4,0.9,,,,,17.4,,-1.77
Clarence Kea,keacl01,clarence-kea-1,1980,169,1979-80,Lamar,Southland,33,,,5.7,10.8,.525,,,,,,,3.5,6.1,.585,,,9.9,0.6,0.7,0.4,2.2,3.7,14.9,,0.89
Billy Reid,reidbi01,billy-reid-1,1980,182,1976-77,New Mexico,WAC,30,,26.0,4.7,10.5,.444,,,,,,,1.3,2.6,.513,,,2.5,2.9,,,,2.3,10.7,,4.74
Billy Reid,reidbi01,billy-reid-1,1980,182,1978-79,San Francisco,WCAC,29,,26.6,4.0,7.9,.504,,,,,,,1.8,2.7,.667,,,1.8,3.7,1.6,0.2,,2.6,9.7,,4.49
Billy Reid,reidbi01,billy-reid-1,1980,182,1979-80,San Francisco,WCAC,29,,27.0,4.6,7.8,.581,,,,,,,2.6,3.7,.694,,,4.2,2.8,1.4,0.3,,2.4,11.7,,0.18
Mark Aguirre,aguirma01,mark-aguirre-1,1981,1,1978-79,DePaul,Ind,32,,37.7,9.4,18.2,.520,,,,,,,5.1,6.7,.765,,,7.6,2.7,,,,,24.0,,2.49
Mark Aguirre,aguirma01,mark-aguirre-1,1981,1,1979-80,DePaul,Ind,28,,37.5,10.0,18.6,.540,,,,,,,6.7,8.7,.766,,,7.6,2.8,1.7,0.4,3.5,2.7,26.8,,4.57
Mark Aguirre,aguirma01,mark-aguirre-1,1981,1,1980-81,DePaul,Ind,29,,36.9,9.7,16.6,.582,,,,,,,3.7,4.7,.774,,,8.6,4.5,1.6,0.9,3.3,2.9,23.0,,2.64
Isiah Thomas,thomais01,isiah-thomas-1,1981,2,1979-80,Indiana,Big Ten,29,29,34.0,5.3,10.4,.510,,,,,,,4.0,5.1,.772,,,4.0,5.5,2.1,0.2,4.7,3.5,14.6,,11.25
Isiah Thomas,thomais01,isiah-thomas-1,1981,2,1980-81,Indiana,Big Ten,34,34,35.0,6.2,11.3,.554,,,,,,,3.6,4.8,.742,,,3.1,5.8,2.2,0.1,3.1,3.1,16.0,,9.66
Buck Williams,willibu01,buck-williams-1,1981,3,1978-79,Maryland,ACC,30,30,30.2,4.0,6.9,.583,,,,,,,2.0,3.6,.550,,,10.8,0.6,1.0,0.8,1.8,2.6,10.0,,8.25
Buck Williams,willibu01,buck-williams-1,1981,3,1979-80,Maryland,ACC,24,23,34.7,6.0,9.8,.606,,,,,,,3.5,5.3,.664,,,10.1,1.1,0.7,1.3,2.1,3.6,15.5,,7.42
Buck Williams,willibu01,buck-williams-1,1981,3,1980-81,Maryland,ACC,31,31,34.8,5.9,9.1,.647,,,,,,,3.7,5.9,.637,,,11.7,1.0,0.9,0.9,2.4,3.0,15.5,,7.93
Al Wood,woodal01,al-wood-1,1981,4,1977-78,UNC,ACC,31,,,4.0,6.7,.604,,,,,,,1.0,1.4,.721,,,3.9,1.2,0.8,0.5,,2.4,9.1,,7.48
Al Wood,woodal01,al-wood-1,1981,4,1978-79,UNC,ACC,29,,,7.2,12.7,.572,,,,,,,3.3,4.3,.760,,,4.1,1.1,1.0,0.8,,2.7,17.8,,7.51
Al Wood,woodal01,al-wood-1,1981,4,1979-80,UNC,ACC,29,,32.6,7.4,13.0,.571,,,,,,,4.1,5.3,.766,,,5.2,1.8,0.9,0.4,1.6,2.7,19.0,,7.18
Al Wood,woodal01,al-wood-1,1981,4,1980-81,UNC,ACC,37,,33.5,7.4,14.1,.525,,,,,,,3.3,4.2,.776,,,6.3,1.3,1.3,0.4,1.9,2.7,18.1,,10.05
Danny Vranes,vraneda01,danny-vranes-1,1981,5,1977-78,Utah,WAC,29,29,29.3,5.0,9.1,.547,,,,,,,2.2,3.9,.575,,,7.2,1.8,,,1.4,2.8,12.2,,3.66
Danny Vranes,vraneda01,danny-vranes-1,1981,5,1978-79,Utah,WAC,28,28,31.0,6.4,10.4,.616,,,,,,,3.6,5.3,.682,,,10.1,0.9,0.9,0.4,1.6,3.0,16.5,,4.68
Danny Vranes,vraneda01,danny-vranes-1,1981,5,1979-80,Utah,WAC,24,23,31.7,5.5,9.7,.571,,,,,,,4.1,6.0,.692,,,9.5,0.8,1.3,0.4,2.7,3.4,15.2,,1.90
Danny Vranes,vraneda01,danny-vranes-1,1981,5,1980-81,Utah,WAC,30,30,32.6,6.0,10.1,.595,,,,,,,5.5,6.9,.796,,,7.7,1.1,0.9,0.9,1.6,2.6,17.5,,4.93
Orlando Woolridge,woolror01,orlando-woolridge-1,1981,6,1977-78,Notre Dame,Ind,24,,9.6,1.7,3.3,.526,,,,,,,0.7,1.4,.485,,,2.1,0.5,,,,1.0,4.1,,6.49
Orlando Woolridge,woolror01,orlando-woolridge-1,1981,6,1978-79,Notre Dame,Ind,30,30,25.1,4.8,8.4,.573,,,,,,,1.4,1.9,.732,,,4.8,1.4,0.8,0.4,2.1,1.9,11.0,,3.31
Orlando Woolridge,woolror01,orlando-woolridge-1,1981,6,1979-80,Notre Dame,Ind,27,27,30.9,4.6,7.9,.585,,,,,,,3.0,4.3,.692,,,6.9,1.5,0.7,1.1,,2.8,12.2,,2.61
Orlando Woolridge,woolror01,orlando-woolridge-1,1981,6,1980-81,Notre Dame,Ind,28,28,33.0,5.6,8.6,.650,,,,,,,3.2,4.8,.667,,,6.0,1.4,0.5,0.8,,2.4,14.4,,4.34
Steve Johnson,johnsst03,steve-johnson-1,1981,7,2006-07,Duke,ACC,3,0,1.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,,10.48
Steve Johnson,johnsst03,steve-johnson-1,1981,7,2008-09,Duke,ACC,4,0,2.5,0.3,0.3,1.000,0.3,0.3,1.000,0.0,0.0,,0.0,0.3,.000,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.5,0.5,,9.07
Steve Johnson,johnsst03,steve-johnson-1,1981,7,2009-10,Duke,ACC,14,0,1.7,0.1,0.2,.333,0.1,0.2,.333,0.0,0.0,,0.2,0.3,.750,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.4,,9.21
Tom Chambers,chambto01,tom-chambers-1,1981,8,1977-78,Utah,WAC,28,1,12.7,2.5,5.0,.496,,,,,,,1.4,2.3,.625,,,3.7,0.3,,,1.5,2.5,6.4,,3.66
Tom Chambers,chambto01,tom-chambers-1,1981,8,1978-79,Utah,WAC,30,30,28.4,6.9,12.6,.544,,,,,,,2.3,4.2,.543,,,8.9,0.9,0.5,0.6,2.2,3.8,16.0,,4.68
Tom Chambers,chambto01,tom-chambers-1,1981,8,1979-80,Utah,WAC,28,26,28.3,7.0,12.8,.543,,,,,,,3.3,4.6,.713,,,8.7,0.8,0.4,0.3,2.4,3.6,17.2,,1.90
Tom Chambers,chambto01,tom-chambers-1,1981,8,1980-81,Utah,WAC,30,30,32.0,7.4,12.4,.594,,,,,,,3.8,5.2,.742,,,8.7,0.8,0.7,0.6,1.8,2.7,18.6,,4.93
Rolando Blackman,blackro01,rolando-blackman-1,1981,9,1977-78,Kansas State,Big 8,29,,,4.4,9.3,.472,,,,,,,2.1,3.2,.656,,,6.4,1.6,,,,1.9,10.9,,5.29
Rolando Blackman,blackro01,rolando-blackman-1,1981,9,1978-79,Kansas State,Big 8,28,28,,7.1,14.0,.510,,,,,,,3.0,4.0,.735,,,3.9,2.8,,,,1.6,17.3,,3.31
Rolando Blackman,blackro01,rolando-blackman-1,1981,9,1979-80,Kansas State,Big 8,31,31,35.6,7.3,13.5,.539,,,,,,,3.2,4.7,.690,,,4.7,3.0,1.2,0.6,,1.6,17.8,,4.36
Rolando Blackman,blackro01,rolando-blackman-1,1981,9,1980-81,Kansas State,Big 8,33,33,37.5,6.1,11.5,.532,,,,,,,2.7,3.5,.783,,,5.0,3.1,1.1,0.5,,1.9,15.0,,8.37
Albert King,kingal01,albert-king-1,1981,10,1977-78,Maryland,ACC,28,26,27.9,5.9,11.7,.502,,,,,,,1.9,2.9,.646,,,6.7,2.3,0.8,0.4,2.9,2.6,13.6,,6.39
Albert King,kingal01,albert-king-1,1981,10,1978-79,Maryland,ACC,28,24,30.6,6.8,13.8,.494,,,,,,,2.2,2.9,.765,,,5.1,2.2,1.1,0.4,2.8,2.2,15.9,,8.25
Albert King,kingal01,albert-king-1,1981,10,1979-80,Maryland,ACC,31,31,31.3,8.9,16.0,.553,,,,,,,4.0,4.9,.821,,,6.7,2.8,1.4,0.6,2.8,2.8,21.7,,7.42
Albert King,kingal01,albert-king-1,1981,10,1980-81,Maryland,ACC,31,31,34.7,7.5,14.9,.502,,,,,,,3.1,3.8,.812,,,5.7,3.0,0.8,0.4,3.8,3.0,18.0,,7.93
Frank Johnson,johnsfr01,frank-johnson-1,1981,11,1976-77,Wake Forest,ACC,30,29,34.8,5.0,10.9,.457,,,,,,,1.6,2.3,.696,,,2.8,2.5,1.5,0.1,2.3,2.5,11.6,,7.57
Frank Johnson,johnsfr01,frank-johnson-1,1981,11,1977-78,Wake Forest,ACC,29,29,34.4,6.7,13.5,.492,,,,,,,2.9,4.2,.689,,,3.1,3.5,2.0,0.0,3.4,3.0,16.2,,7.93
